time,gyroX_mdps_filtered,gyroY_mdps_filtered,gyroZ_mdps_filtered,accX_mg_filtered,accY_mg_filtered,accZ_mg_filtered,magX_mG_filtered,magY_mG_filtered,magZ_mG_filtered
0.0,-84.34294443039236,-145.73489865155548,192.14051376395165,-931.4434299012592,-800.6450997901474,70.31621917844329,566.6850755853594,-558.7358532672773,-154.42919267513557
0.005,-70.92986275929063,-134.24777633870315,137.54758650979022,-951.4685605776046,-785.5944463212948,69.7629641064162,566.6359453361099,-557.5016380777301,-154.8546322496501
0.009,-57.38632310393874,-122.57500390707597,83.08173064304552,-971.442512374342,-770.6108891196692,69.09828234590633,566.5804382275985,-556.2916415997469,-155.26500352764666
0.014,-43.81063782698702,-110.75726623835227,29.185094867166583,-991.1218706940508,-755.7854365384255,68.30296370143247,566.5237189297608,-555.1076917399002,-155.65811612406176
0.019,-30.302149055216592,-98.83764509357565,-23.715335948587,-1010.2676634776464,-741.2033793252626,67.35800415819189,566.4711920339578,-553.9511902844416,-156.0317474708999
0.023,-16.959802871970542,-86.86161973072738,-75.21556853429622,-1028.6502501147154,-726.9429524515203,66.24504769077606,566.4284033972122,-552.823119771431,-156.3836410349868
0.028,-3.880776843330612,-74.87701810002292,-124.9416806265862,-1046.0537982469248,-713.0741576542895,64.94681533683695,566.4009408059037,-551.7240537876369,-156.71151135032147
0.032,8.840814777236345,-62.933907034596906,-172.55596887593563,-1062.2802257188248,-699.6577678335823,63.447508237315105,566.3943363907828,-550.6541703216488,-157.013056652043
0.037,21.115121299224292,-51.08441329235601,-217.76202224020818,-1077.1525225671865,-686.7445349226855,61.73317472883372,566.4139730918116,-549.6132673371942,-157.2859792466341
0.042,32.85765153481066,-39.382470303493925,-260.30862108609983,-1090.517406773252,-674.3746237075882,59.792035603759146,566.4649971372673,-548.6007791868628,-157.52801302413246
0.047,43.99026191977797,-27.883487829687798,-299.99240840948903,-1102.2473029500327,-662.5772935787982,57.61476554593273,566.5522379551978,-547.615792095853,-157.73695681041934
0.052,54.44203832653799,-16.643943665181745,-336.65932629026867,-1112.2416617294691,-651.3708475875474,55.194731706648994,566.6801362283026,-546.6570569329633,-157.91071170232357
0.056,64.1500766446111,-5.720898331040817,-370.20485368300217,-1120.4276586182932,-640.7628629689156,52.52819182439117,566.8526801067227,-545.7229979910845,-158.04732023648185
0.061,73.06016933833962,4.828564379618311,-400.57311848893767,-1126.760325911055,-630.7507083803354,49.614454199220184,567.0733491762674,-544.8117175244026,-158.14500524315656
0.066,81.12740587213938,14.947966054798034,-427.7549886300397,-1131.222181527354,-621.322339047517,46.456000662605305,567.3450657869937,-543.9209971869125,-158.20220644844275
0.07,88.31669388168548,24.582124160768615,-451.7852753569877,-1133.8224248296522,-612.4573418221999,43.0585720684724,567.6701536113044,-543.0482989766715,-158.21761314614756
0.074,94.60320502201417,33.67789426661113,-472.7392058726078,-1134.5957706435167,-604.1281807546101,39.43121449415886,568.0503035112723,-542.1907693812884,-158.19019141606825
0.079,99.9727445941706,42.18495100270714,-490.72833661766174,-1133.6009876629257,-596.3015753267518,35.586283900034665,568.4865468684177,-541.3452507456097,-158.11920444517762
0.084,104.42203789987134,50.056592256194754,-505.8960785906513,-1130.9191965603902,-588.9399331123956,31.5394076011597,568.9792366883888,-540.5083032670179,-158.0042247272294
0.089,107.95891999975116,57.250549313062834,-518.412991660131,-1126.6519690624207,-582.002758877588,27.309402178222538,569.5280372118657,-539.6762396178287,-157.8451374628729
0.094,110.6024107874518,63.72978448048339,-528.4719812558652,-1120.9192555145955,-575.4479713272494,22.91814886788364,570.1319232323162,-538.8451724336408,-157.64213532511917
0.099,112.38265528023643,69.46325687068658,-536.2835058629389,-1113.8571576224733,-569.2330720534179,18.390428687281275,570.7891904026676,-538.0110733017476,-157.3957056784855
0.103,113.34070985439094,74.4266364182631,-542.0708828797241,-1105.6155561777903,-563.3161248149859,13.753720485951822,571.4974773077299,-537.1698407736632,-157.10661207715276
0.108,113.52815800014832,78.60294601432301,-546.0657643159344,-1096.3556007703457,-557.6565167641542,9.037965798741212,572.2537992142952,-536.3173743898471,-156.77587220088992
0.113,113.00654315621126,81.98311204463751,-548.5038401631012,-1086.2470696526595,-552.2154883403867,4.275304679674899,573.0545925726094,-535.4496516156695,-156.40473427724706
0.117,111.84661073245856,84.56640469451044,-549.6208143310155,-1075.4656130470235,-546.9564355250668,-0.5002136164811495,573.8957688009812,-534.5628046842207,-155.99465369656053
0.122,110.12735619038888,86.36075130081379,-549.6486861820334,-1064.1899018865772,-541.8450048149339,-5.2529422254003375,574.7727757658223,-533.6531943750102,-155.547271256568
0.126,107.93488094714813,87.38290907169792,-548.8123611167819,-1052.5987153572114,-536.849014941371,-9.945968997009288,575.6806656588758,-532.7174777331306,-155.06439438463224
0.131,105.36106322626712,87.65848775503854,-547.3266067681141,-1040.8680141758966,-531.9382488182268,-14.541469298034535,576.6141684837477,-531.7526669559188,-154.54798262506802
0.136,102.502057498757,87.22181801796057,-545.3933665953188,-1029.1680626106313,-527.0841651968033,-19.001080130252145,577.5677708239849,-530.7561774205748,-154.00013846883584
0.141,99.45664449063094,86.11566686410548,-543.199439482777,-1017.660679561648,-522.2595838167738,-23.28629725774043,578.5357997655112,-529.7258640168068,-153.4231042496187
0.146,96.32446368827748,84.39080690969122,-540.9145324525736,-1006.49671225721,-517.4384009963462,-27.35889733855134,579.5125116801019,-528.660046207407,-152.81926544853815
0.15,93.20417054452213,82.10545148834836,-538.6896942751656,-995.8138277016579,-512.5953917645577,-31.1813863141709,580.4921850280922,-527.5575231834226,-152.1911603551887
0.155,90.19156928916807,79.32457212408157,-536.6561403981087,-985.734702557902,-507.70614445044896,-34.71747335744633,581.4692154844954,-526.4175809062654,-151.54149550634494
0.16,87.37777757420179,76.11911862013488,-534.9244827256662,-976.3656648441263,-502.74715092828086,-37.93256690671217,582.4382107060217,-525.2399927488246,-150.87316557123228
0.164,84.847480011161,72.56516453129322,-533.5843791220443,-967.7958108723544,-497.69604494239746,-40.7942865605458,583.3940812320365,-524.0250150178599,-150.18927542535025
0.169,82.67732403082033,68.7430018265026,-532.7046145282397,-960.0965981222255,-492.53195451919817,-43.27298276611451,584.3321237313976,-522.7733780317003,-149.4931612217661
0.173,80.9345045558407,64.7362080426561,-532.3336158038566,-953.3219003442463,-487.23592437601246,-45.34225550643135,585.2480933373115,-521.4862727652733,-148.78840655353395
0.178,79.6755755260969,60.63070734116841,-532.5003856528382,-947.5084984176251,-481.79137159901387,-46.97946279700312,586.1382631091057,-520.1653324763226,-148.07884953301104
0.183,78.94551822518763,56.51384374707007,-533.2158216950324,-942.6769639902077,-476.184552303715,-48.16620887361121,586.9994703433216,-518.8126083277926,-147.36857691488663
0.188,78.77708955353421,52.47348062317842,-534.4743715599068,-938.832873884732,-470.40502600932587,-48.88880061481257,587.829150913754,-517.4305379480767,-146.66190219180726
0.193,79.19046717857648,48.5971355982903,-536.2559670467678,-935.9682767669658,-464.4461027067775,-49.13865995456014,588.6253634800302,-516.0219061812464,-145.96332572122867
0.197,80.19320136273011,44.97115557503947,-538.5281778714407,-934.0633246002941,-458.3052488498489,-48.91268048220306,589.3868051905754,-514.5897978792069,-145.27747625840908
0.202,81.7804745638845,41.67993287857728,-541.2485246064495,-933.0879825409172,-451.98442070437795,-48.213517776326114,590.1128199488339,-513.1375432426984,-144.60903469649162
0.207,83.93566033883587,38.805161434178785,-544.3668895345228,-933.0037412196659,-445.4902922134359,-47.04980435304482,590.8034000015347,-511.66865673453566,-143.96264227442475
0.211,86.63116372689879,36.42513099825333,-547.8279637514845,-933.7652708931718,-438.83435040244,-45.43628092201757,591.4591816442284,-510.18677094292605,-143.34279684866658
0.216,89.82951657133111,34.614057614737426,-551.573669458007,-935.3219732307107,-432.0328418566999,-43.393836310457026,592.0814359296268,-508.6955670205453,-142.75374177564422
0.22,93.48469308518206,33.44144933236183,-555.545497628038,-937.6194009663188,-425.10656544934693,-40.94944963397074,592.6720551383011,-507.1987034717374,-142.19935225906855
0.225,97.54360339055519,32.97150758432388,-559.6867027740714,-940.6005282705423,-418.0805157827894,-38.136030283449145,593.2335353583239,-505.6997450791103,-141.68302357695137
0.23,101.94771602182149,33.26256631748755,-563.9442989798165,-944.2068661395443,-410.98338668328404,-34.99215372373984,593.7689549159129,-504.2020936620594,-141.20756458768295
0.235,106.63475506387962,34.36657270811805,-568.2708065806822,-948.3794264790469,-403.8469452937499,-31.561693567480624,594.2819478341532,-502.7089221723092,-140.77509876563397
0.24,111.54041447666866,36.32861480137944,-572.625708927775,-953.059543776224,-396.7052876103336,-27.893352770469996,594.77667124145,-501.2231133567537,-140.3869742399088
0.244,116.6000318216457,39.186502456364316,-576.9765939846894,-958.1895633879232,-389.5939881747509,-24.04009916579447,595.2577657853433,-499.747203874092,-140.04368413706663
