time,ax,ay,az,wx,wy,wz
2025-10-17T13:54:27.912Z,2.1924,0.3042,2.2167,0.2201,0.3933,-0.4970
2025-10-17T13:54:27.924Z,1.4715,0.3666,2.1522,0.2473,0.2717,-0.4093
2025-10-17T13:54:27.931Z,1.1949,0.2123,1.7755,0.2972,0.2401,-0.4933
2025-10-17T13:54:27.941Z,1.7550,-0.1620,2.0611,0.3128,0.0845,-0.5691
2025-10-17T13:54:27.951Z,2.5105,0.0434,2.0116,0.3488,-0.0354,-0.6341
2025-10-17T13:54:27.961Z,2.5425,0.5243,2.0470,0.3570,-0.1967,-0.6728
2025-10-17T13:54:27.971Z,2.3928,0.8899,2.0997,0.3203,-0.3405,-0.6881
2025-10-17T13:54:27.981Z,2.4361,1.0968,1.8773,0.3023,-0.3915,-0.6930
2025-10-17T13:54:27.991Z,2.5227,1.3330,1.8030,0.2987,-0.5171,-0.7087
2025-10-17T13:54:28.002Z,2.6306,1.5667,1.9530,0.2741,-0.7140,-0.7549
2025-10-17T13:54:28.011Z,2.6626,1.7113,1.9877,0.2488,-0.9073,-0.8206
2025-10-17T13:54:28.021Z,2.3298,1.8290,1.9855,0.2072,-1.2074,-0.8682
2025-10-17T13:54:28.031Z,1.9177,1.8965,2.0679,0.1661,-1.4727,-0.8959
2025-10-17T13:54:28.041Z,1.6955,1.9437,2.2326,0.1076,-1.5413,-0.9032
2025-10-17T13:54:28.051Z,1.7691,1.9544,2.4367,0.0985,-1.4688,-0.9116
2025-10-17T13:54:28.061Z,2.1602,1.8982,2.8179,0.1145,-1.3122,-0.9588
2025-10-17T13:54:28.071Z,2.5712,1.7243,3.6305,0.2062,-1.1131,-1.0453
2025-10-17T13:54:28.081Z,2.6594,1.4299,4.5750,0.3388,-0.9219,-1.1313
2025-10-17T13:54:28.091Z,2.0808,1.0138,5.6993,0.4780,-0.8248,-1.1678
2025-10-17T13:54:28.101Z,0.8821,0.4609,5.9906,0.6127,-0.8535,-1.1158
2025-10-17T13:54:28.111Z,-0.3466,-0.1858,5.8486,0.7254,-0.8653,-1.0239
2025-10-17T13:54:28.121Z,-1.2487,-0.7862,5.4337,0.8376,-0.7642,-0.9396
2025-10-17T13:54:28.131Z,-1.5399,-1.1010,4.5165,0.9462,-0.7127,-0.9300
2025-10-17T13:54:28.141Z,-1.3987,-1.1346,3.5979,1.0148,-0.7772,-0.9980
2025-10-17T13:54:28.151Z,-1.3326,-1.0113,2.5385,1.0509,-1.0174,-1.0993
2025-10-17T13:54:28.161Z,-1.6148,-0.8356,1.8206,1.0364,-1.2412,-1.1749
2025-10-17T13:54:28.176Z,-2.8693,-0.5374,0.5877,1.0393,-1.4198,-1.1865
2025-10-17T13:54:28.181Z,-2.8693,-0.5374,0.5877,1.0211,-1.6103,-1.1723
2025-10-17T13:54:28.191Z,-3.1214,-0.7935,0.3342,1.0073,-1.7596,-1.1685
2025-10-17T13:54:28.201Z,-2.9934,-1.3580,0.1473,0.9781,-1.8055,-1.1969
2025-10-17T13:54:28.211Z,-2.6676,-1.9385,-0.0968,0.9240,-1.6753,-1.2191
2025-10-17T13:54:28.221Z,-2.4271,-2.2776,-0.7414,0.8515,-1.3616,-1.2055
2025-10-17T13:54:28.230Z,-2.4061,-2.3869,-1.4998,0.7758,-1.0006,-1.1397
2025-10-17T13:54:28.240Z,-2.5320,-2.4480,-2.1911,0.6876,-0.6729,-1.0568
2025-10-17T13:54:28.251Z,-2.7547,-2.5512,-2.6779,0.6068,-0.4757,-0.9732
2025-10-17T13:54:28.261Z,-3.0502,-2.6576,-2.9603,0.4997,-0.4215,-0.8936
2025-10-17T13:54:28.271Z,-3.3630,-2.7652,-3.4030,0.3833,-0.4471,-0.8045
2025-10-17T13:54:28.281Z,-3.7667,-2.7481,-3.8480,0.2434,-0.5191,-0.7010
2025-10-17T13:54:28.291Z,-4.0070,-2.5673,-4.2097,0.0968,-0.6287,-0.5989
2025-10-17T13:54:28.301Z,-3.9615,-2.2605,-4.6671,-0.0643,-0.7945,-0.5195
2025-10-17T13:54:28.311Z,-3.6024,-1.8372,-4.9160,-0.2392,-0.9710,-0.4786
2025-10-17T13:54:28.321Z,-3.0587,-1.4213,-5.0647,-0.4005,-1.1214,-0.4619
2025-10-17T13:54:28.331Z,-2.5427,-1.0370,-4.9579,-0.5583,-1.2363,-0.4416
2025-10-17T13:54:28.341Z,-2.0977,-0.6871,-4.7415,-0.7562,-1.3092,-0.3958
2025-10-17T13:54:28.351Z,-1.8287,-0.3487,-4.6588,-0.9682,-1.3357,-0.3071
2025-10-17T13:54:28.361Z,-2.2680,0.2866,-4.8200,-1.2112,-1.4842,-0.2119
2025-10-17T13:54:28.371Z,-2.9878,1.0684,-4.9944,-1.4113,-1.7499,-0.1489
2025-10-17T13:54:28.381Z,-2.7177,1.8240,-4.6977,-1.5681,-2.0096,-0.1490
2025-10-17T13:54:28.391Z,-1.8129,2.2647,-3.8691,-1.6767,-2.1738,-0.2158
2025-10-17T13:54:28.401Z,-0.7211,2.1888,-2.9794,-1.7412,-2.1726,-0.3309
2025-10-17T13:54:28.411Z,0.3129,1.6604,-2.2905,-1.8145,-2.0001,-0.4597
2025-10-17T13:54:28.421Z,1.3801,1.0134,-2.4602,-1.9318,-1.6861,-0.5607
2025-10-17T13:54:28.431Z,2.8020,0.5654,-3.8785,-2.1348,-1.3015,-0.6462
2025-10-17T13:54:28.441Z,4.5978,0.3988,-5.9640,-2.3629,-1.0570,-0.7207
2025-10-17T13:54:28.451Z,6.0130,0.4590,-7.4390,-2.5484,-1.0944,-0.8124
2025-10-17T13:54:28.461Z,6.3688,0.5507,-6.4434,-2.8466,-1.3775,-1.0243
