time,ax,ay,az,wx,wy,wz
2025-10-18T10:04:39.742Z,0.5193,0.1083,-0.1695,-0.1369,-0.0991,-0.1523
2025-10-18T10:04:39.756Z,0.2438,-0.0803,-0.1136,-0.1594,-0.2069,0.0132
2025-10-18T10:04:39.764Z,0.0962,-0.2623,-0.1603,-0.1444,-0.2426,0.0995
2025-10-18T10:04:39.774Z,0.3844,-0.2182,-0.1654,-0.1448,-0.2197,0.0458
2025-10-18T10:04:39.784Z,1.2300,-0.1425,-0.3100,-0.1964,-0.1018,-0.0640
2025-10-18T10:04:39.794Z,1.7072,0.4468,-0.5650,-0.2419,-0.0052,-0.1730
2025-10-18T10:04:39.805Z,1.7678,0.6849,-0.6822,-0.2769,0.0019,-0.2384
2025-10-18T10:04:39.813Z,1.5146,0.3006,-0.7272,-0.2873,-0.0440,-0.2538
2025-10-18T10:04:39.824Z,1.2054,-0.0591,-0.6587,-0.3060,-0.0955,-0.2369
2025-10-18T10:04:39.833Z,1.1033,-0.1023,-0.6776,-0.3060,-0.0955,-0.2369
2025-10-18T10:04:39.844Z,1.0690,0.0560,-0.6572,-0.3581,-0.1642,-0.2970
2025-10-18T10:04:39.855Z,1.0329,0.1305,-0.6341,-0.3741,-0.2429,-0.3598
2025-10-18T10:04:39.864Z,1.0420,0.0572,-0.6438,-0.3985,-0.3133,-0.4143
2025-10-18T10:04:39.874Z,0.9656,-0.0692,-0.6549,-0.4151,-0.3653,-0.4467
2025-10-18T10:04:39.884Z,0.9320,-0.1325,-0.5269,-0.4236,-0.3970,-0.4760
2025-10-18T10:04:39.893Z,0.9971,-0.1770,-0.4909,-0.4424,-0.4140,-0.5035
2025-10-18T10:04:39.905Z,1.0171,-0.2216,-0.5940,-0.4632,-0.3966,-0.5234
2025-10-18T10:04:39.914Z,0.9286,-0.2023,-0.6322,-0.4859,-0.3656,-0.5464
2025-10-18T10:04:39.924Z,0.9289,-0.1645,-0.5970,-0.5066,-0.3303,-0.5733
2025-10-18T10:04:39.934Z,0.9542,-0.1459,-0.5075,-0.5203,-0.3151,-0.5911
2025-10-18T10:04:39.944Z,0.9555,-0.1333,-0.4501,-0.5360,-0.2839,-0.6056
2025-10-18T10:04:39.955Z,0.9238,-0.1333,-0.5303,-0.5482,-0.2660,-0.6117
2025-10-18T10:04:39.963Z,0.9844,-0.0281,-0.6019,-0.5678,-0.2767,-0.6183
2025-10-18T10:04:39.974Z,1.1651,0.1687,-0.7348,-0.6048,-0.3104,-0.6370
2025-10-18T10:04:39.984Z,1.3499,0.4039,-0.9333,-0.6482,-0.3546,-0.6586
2025-10-18T10:04:39.994Z,1.5619,0.7086,-1.0847,-0.7095,-0.4298,-0.6838
2025-10-18T10:04:40.005Z,1.8439,1.0946,-1.1124,-0.7733,-0.4991,-0.7179
2025-10-18T10:04:40.013Z,2.0200,1.4732,-0.7474,-0.8311,-0.5070,-0.7644
2025-10-18T10:04:40.024Z,2.0564,1.6432,-0.4046,-0.8831,-0.5482,-0.8255
2025-10-18T10:04:40.034Z,2.1727,1.6774,-0.3129,-0.9350,-0.6763,-0.8700
2025-10-18T10:04:40.044Z,2.2491,1.7709,-0.2695,-0.9979,-0.8179,-0.9014
