time,ax_filtered,ay_filtered,az_filtered,wx_filtered,wy_filtered,wz_filtered
0.0,0.7248709099442797,-0.07622532323559646,0.16829237847906006,-0.07991503055584105,-0.4849457755566229,-0.34576081669920955
0.011,0.9933436127394931,0.02686554389606752,0.21384388719238837,-0.1177281965519905,-0.4513691419252208,-0.3638902257989913
0.021,1.2547804446780175,0.12778747501380153,0.25991576178100806,-0.15557381032458548,-0.42399892652354026,-0.3819068592649719
0.031,1.5046742977289034,0.22318096955152847,0.31173624745911993,-0.19362431027999674,-0.4075571920804225,-0.400747945663075
0.04,1.7396053970212932,0.30998808153880764,0.37431669432560916,-0.23202537466396445,-0.40591917640344394,-0.42131347151083615
0.05,1.957523786595587,0.3856190744406637,0.4522105789568655,-0.27085794577609656,-0.42169201488306746,-0.44443571564839407
0.061,2.1577805983815295,0.4480475673380453,0.5493176660290041,-0.31009989406445404,-0.4559148811573717,-0.47085996933747754
0.071,2.3409317743289586,0.49584536155491016,0.6687279425358194,-0.3495911494127462,-0.5079029957085376,-0.5012357829611823
0.08,2.50838445066299,0.5281775136842384,0.8125959821056201,-0.38900643197892987,-0.5752383460490478,-0.5361172860691795
0.09,2.661976945542549,0.5447764015960531,0.9820382123399443,-0.42783906267526645,-0.6538940931470073,-0.5759704805142956
0.101,2.803578117927599,0.5459047371211608,1.1770507120596667,-0.4653979222376854,-0.7384703005044825,-0.6211849904411648
0.111,2.9347664529780193,0.5323080036604216,1.3964506225386746,-0.5008178519834331,-0.8225162668445782,-0.6720876665895588
0.12,3.0566113178078216,0.5051510279934426,1.6378475736696,-0.5330821112771692,-0.8989177815504225,-0.7289555447563782
0.13,3.169538034392237,0.46593186949700943,1.8976513822841354,-0.5610543641954922,-0.9603331713110355,-0.7920257019967979
0.141,3.2732272741148787,0.41636681165949824,2.171118978552936,-0.5835173353687988,-0.9996665989582381,-0.8614994373144118
0.151,3.3664908424000677,0.3582412626109995,2.4524389918104283,-0.5992157184406981,-1.0105674916038536,-0.9375380392536913
0.162,3.447086571295749,0.2932236550436415,2.7348493074824756,-0.6069018197192754,-0.9879393950864931,-1.0202474184040644
0.17,3.5114778838244853,0.22264555967808644,3.010783080020896,-0.6053834024526644,-0.9284304850501801,-1.109649275364827
0.181,3.554590594252122,0.14726244348617826,3.272042377217445,-0.5935740175339601,-0.8308643085244267,-1.2056373147981345
0.19,3.569652689033209,0.06702351103868866,3.5100046609458513,-0.5705465348077726,-0.6965576064170468,-1.3079183003073813
0.201,3.5482132611436388,-0.019109157531294513,3.7158735503441678,-0.5355902720852355,-0.5294672524028745,-1.4159395531087218
0.212,3.4804224843102167,-0.11324731812174522,3.880988191961549,-0.48827077569578303,-0.3361146863979502,-1.5288069842114103
0.22,3.3556147453856475,-0.21852944916127484,3.9972003453631526,-0.4284891185899204,-0.12525630722661885,-1.6452008689953115
0.231,3.1631743026746495,-0.3389153313251002,4.057312031834085,-0.35653533174850705,0.09269805797517917,-1.7632998578111154
0.241,2.8935899594680023,-0.47882112300391133,4.05554130304617,-0.27312935502918856,0.306473772707107,-1.8807263620395376
0.251,2.5395458150060812,-0.6426209649958174,3.987956698006444,-0.17944347435565036,0.5048399629632953,-1.994527548115103
0.262,2.0968738938184375,-0.834066155443962,3.8528030800200472,-0.07710254589629685,0.6775212240897295,-2.1012049169364535
0.27,1.5652243771102743,-1.0556893787605237,3.6506434780663892,0.03183858256166879,0.8159885404224764,-2.1968014794733173
0.28,0.9483825976737167,-1.3082657005184204,3.3842675919699055,0.14493844604219946,0.9140239866436886,-2.2770492447452932
0.291,0.2542504798458968,-1.5903946830778608,3.0583606683122246,0.2594297670030123,0.9679927203005675,-2.337572229613865
0.301,-0.5054226860372805,-1.8982529312726504,2.6789712784744806,0.37229398542794007,0.9768047729786099,-2.37413290568328
0.312,-1.3154525211771197,-2.225548024119218,2.252849704455222,0.48034577022491226,0.9415971800383635,-2.3829041619063314
0.32,-2.1576859981583487,-2.563685722007501,1.7867452650103255,0.5803235643325904,0.8652056215948024,-2.3607453239367158
0.33,-3.0114718197963337,-2.9021434222029074,1.2867526606748938,0.6689818936624181,0.751519099667157,-2.30545994468738
0.341,-3.854122701266727,-3.229024738430238,0.7577869121114768,0.743180924537397,0.6048197954643819,-2.216014845262746
0.351,-4.661386922545865,-3.5317539446499366,0.2032453908359892,0.7999686778367477,0.4292045748991451,-2.092703476847124
0.362,-5.407966719884003,-3.7978560055577644,-0.37511339578472225,0.8366516107045276,0.2281676744472275,-1.9372409642394262
0.37,-6.068131547628055,-4.015759379545419,-0.9770759521873777,0.8508504298944909,0.00439893329535896,-1.7527823383255952
0.38,-6.616473282996002,-4.175557133939529,-1.6036940123860095,0.840540325539912,-0.24017904731280593,-1.5438592404953937
0.391,-7.028838562860695,-4.269669920812856,-2.2568657132592507,0.8040779377163032,-0.5041458422871934,-1.3162338782488234
0.401,-7.283453328434776,-4.293372396316782,-2.9388289512116104,0.7402202366740781,-0.7861358904356472,-1.076672341403803
0.412,-7.362227600634267,-4.245168534299427,-3.6516095540522158,0.6481419647685026,-1.0842852244285446,-0.832642875604091
0.42,-7.252192837230631,-4.127023243177734,-4.396451410231303,0.5274577508816181,-1.395670456275946,-0.5919490653559919
0.431,-6.946978628961165,-3.944470174289815,-5.17324324110313,0.3782526700094045,-1.7158469593469436,-0.362313711563384
0.441,-6.44818460169944,-3.7066146612009656,-5.979955977422956,0.20112169836888902,-2.038585204056497,-0.15093613620604213
0.451,-5.766460427159489,-3.4260371913462437,-6.812117304972489,-0.002784834660030798,-2.35587783255672,0.03594788571872392
0.462,-4.922089715614184,-3.1185821719413824,-7.662368308903103,-0.23171537347531868,-2.658246993429498,0.19347042627813776
0.471,-3.944896319329846,-2.802998633122847,-8.520159285920451,-0.4832780995485293,-2.935328056037603,0.3184667549423691
0.481,-2.8733581011718674,-2.5003946901401597,-9.371639627351843,-0.7544166702546988,-3.176652536423702,0.409712613729339
0.491,-1.7529161300183875,-2.233481550247158,-10.199780859952988,-1.0414085599673792,-3.3725118706339274,0.4680417313425124
0.5,-0.6335880894946443,-2.0256108880889965,-10.984750274158323,-1.339893169549932,-3.5147647977041654,0.49633153776048755
0.512,0.4328950050786562,-1.899639220186697,-11.704534224739575,-1.6449357867423537,-3.597460028594071,0.4993555099787659
0.52,1.3961402676806747,-1.8766728946639364,-12.335798720144913,-1.9511319435604675,-3.617181168628927,0.4835104639410445
0.531,2.2100331507727495,-1.9747534084283984,-12.854965284720372,-2.2527545789591277,-3.573074226038861,0.45643530387763914
0.541,2.835309447620513,-2.207540354616264,-13.239464267414064,-2.5439434213552725,-3.466576946749116,0.4265437911650875
0.551,3.241574446422396,-2.583051110403447,-13.469103762393209,-2.8189318540947546,-3.3009209193506557,0.40249806785282505
0.562,3.4086602914395407,-3.102535663167608,-13.527465087772637,-3.072301037513575,-3.0805119504773666,0.392652698839944
0.57,3.327277092616885,-3.7596041204924107,-13.403210905120128,-3.299244433170779,-2.8103052168713902,0.40450171645923066
0.581,2.9989668400035683,-4.539766208890116,-13.09117296129946,-3.4958189845316814,-2.495276079181903,0.44416414541911253
0.591,2.4354170159468196,-5.420554530613381,-12.593077704473144,-3.6591537331193082,-2.140047033691461,0.5159465182220415
0.601,1.6572317591739643,-6.372359749095103,-11.917777546764073,-3.7875847193113192,-1.7486759903133273,0.6220222637731188
0.612,0.6922836553651869,-7.360004694906152,-11.080892029421262,-3.8806884220506004,-1.3245590768443785,0.7622646252249063
0.62,-0.4262286231845073,-8.344952827711559,-10.103831213566602,-3.9391954479619,-0.8703730390895426,0.9342593205918461
0.631,-1.6619094064759654,-9.287925008329873,-9.012268196813729,-3.9647810674667654,-0.3879916486894452,1.133505107907215
0.641,-2.9773978094764773,-10.151619554738035,-7.834230277693827,-3.959747660975718,0.12164326688041976,1.3537874095384703
0.651,-4.336627638429876,-10.903206795647518,-6.598058865471169,-3.9266332024173263,0.6586491567762323,1.5876872242544828
0.662,-5.707020193919809,-11.516297306961981,-5.330514971907124,-3.867795634389235,1.2242231780500623,1.8271703671122466
0.67,-7.06145988333998,-11.972154129152884,-4.055263208193649,-3.7850312941566484,1.8204301073352112,2.064194705509226
0.68,-8.379829394318277,-12.26002546070553,-2.7918639780120946,-3.679283787530124,2.4496668977563107,2.291276354900645
0.691,-9.649827793966596,-12.376603529955108,-1.5552778771675413,-3.550488086991007,3.1137972214386918,2.5019672810069085
0.701,-10.866810633998433,-12.324745672632611,-0.35578273053993925,-3.397576179898041,3.813054963599393,2.691212277554655
