time,ax,ay,az,wx,wy,wz
2025-10-17T13:53:42.380Z,1.7978,-0.0089,2.3790,0.0407,-0.4358,0.0279
2025-10-17T13:53:42.383Z,1.6354,0.0106,2.1674,0.0419,-0.8803,0.0554
2025-10-17T13:53:42.394Z,1.3871,1.1344,2.5489,0.0322,-1.4063,-0.0584
2025-10-17T13:53:42.403Z,1.3871,1.1344,2.5489,0.0317,-1.4580,-0.3277
2025-10-17T13:53:42.414Z,5.0251,0.7698,2.1487,0.0226,-1.4064,-0.5097
2025-10-17T13:53:42.424Z,4.7823,1.0934,2.2603,-0.0053,-1.4220,-0.5775
2025-10-17T13:53:42.433Z,4.7823,1.0934,2.2603,-0.0492,-1.4912,-0.6009
2025-10-17T13:53:42.444Z,3.6762,1.4262,1.7368,-0.1004,-1.5602,-0.6421
2025-10-17T13:53:42.453Z,3.6762,1.4262,1.7368,-0.1607,-1.5436,-0.7271
2025-10-17T13:53:42.463Z,3.5055,1.3254,1.6360,-0.2260,-1.4183,-0.8416
2025-10-17T13:53:42.474Z,3.7451,1.2869,1.4112,-0.2087,-1.2565,-0.9676
2025-10-17T13:53:42.482Z,3.7451,1.2869,1.4112,-0.2087,-1.2565,-0.9676
2025-10-17T13:53:42.494Z,3.6874,1.0445,2.2916,-0.1868,-0.8692,-1.1872
2025-10-17T13:53:42.503Z,3.6874,1.0445,2.2916,-0.2209,-0.8133,-1.2660
2025-10-17T13:53:42.513Z,3.0610,0.7306,2.1514,-0.2817,-0.8451,-1.3294
2025-10-17T13:53:42.524Z,1.7377,0.1928,2.1799,-0.3311,-0.9603,-1.3957
2025-10-17T13:53:42.533Z,1.7377,0.1928,2.1799,-0.3532,-1.0787,-1.5015
2025-10-17T13:53:42.544Z,0.5416,-0.1943,1.8524,-0.3676,-1.1285,-1.6148
2025-10-17T13:53:42.552Z,0.5416,-0.1943,1.8524,-0.3676,-1.1285,-1.6148
2025-10-17T13:53:42.563Z,-0.3357,-0.4513,1.4693,-0.3419,-1.3480,-1.7286
2025-10-17T13:53:42.574Z,-1.5369,-1.2419,1.0530,-0.3183,-1.3351,-1.7434
2025-10-17T13:53:42.582Z,-1.5369,-1.2419,1.0530,-0.3183,-1.3351,-1.7434
2025-10-17T13:53:42.594Z,-2.1363,-2.3530,0.7288,-0.2149,-1.0525,-1.6841
2025-10-17T13:53:42.602Z,-2.1363,-2.3530,0.7288,-0.2149,-1.0525,-1.6841
2025-10-17T13:53:42.613Z,-2.0327,-2.8165,0.9678,-0.1191,-0.4347,-1.6331
2025-10-17T13:53:42.624Z,-1.9004,-2.9281,0.5076,-0.0863,-0.2151,-1.5772
2025-10-17T13:53:42.632Z,-1.9004,-2.9281,0.5076,-0.0863,-0.2151,-1.5772
2025-10-17T13:53:42.642Z,-2.3863,-2.6506,0.0934,-0.0851,-0.1597,-1.4966
2025-10-17T13:53:42.653Z,-3.0784,-2.3855,-0.4386,-0.1100,-0.2499,-1.2592
2025-10-17T13:53:42.662Z,-3.8239,-2.2151,-0.8206,-0.1100,-0.2499,-1.2592
2025-10-17T13:53:42.674Z,-4.2756,-1.8792,-1.1487,-0.1584,-0.4938,-1.0510
2025-10-17T13:53:42.682Z,-4.2756,-1.8792,-1.1487,-0.1584,-0.4938,-1.0510
2025-10-17T13:53:42.692Z,-4.0506,-1.7037,-1.2029,-0.1965,-0.6199,-0.9583
2025-10-17T13:53:42.702Z,-4.0401,-1.4106,-1.4357,-0.2470,-0.7237,-0.8360
2025-10-17T13:53:42.711Z,-4.0903,-1.0786,-1.8874,-0.3016,-0.7409,-0.6696
2025-10-17T13:53:42.724Z,-3.9574,-0.4116,-1.5042,-0.4340,-0.7510,-0.4022
2025-10-17T13:53:42.732Z,-3.9574,-0.4116,-1.5042,-0.4340,-0.7510,-0.4022
2025-10-17T13:53:42.742Z,-3.5846,-0.1168,-1.2514,-0.5022,-0.8094,-0.3316
2025-10-17T13:53:42.752Z,-3.3242,0.1375,-1.0778,-0.5495,-0.8902,-0.2874
2025-10-17T13:53:42.762Z,-3.1560,0.2753,-1.0281,-0.5829,-0.9682,-0.2603
2025-10-17T13:53:42.774Z,-2.7576,0.2403,-0.8233,-0.6363,-1.0795,-0.1966
2025-10-17T13:53:42.782Z,-2.7576,0.2403,-0.8233,-0.6363,-1.0795,-0.1966
2025-10-17T13:53:42.792Z,-2.4528,0.2417,-0.6507,-0.6166,-1.0685,-0.2205
2025-10-17T13:53:42.802Z,-1.9015,0.1719,-0.3281,-0.5274,-0.8999,-0.2925
2025-10-17T13:53:42.812Z,-1.4193,-0.1632,0.4019,-0.3912,-0.6137,-0.3470
2025-10-17T13:53:42.821Z,-1.4137,-0.9191,0.9016,-0.2178,-0.3897,-0.3414
2025-10-17T13:53:42.832Z,-1.8844,-1.7613,1.2519,0.0099,-0.1811,-0.3067
2025-10-17T13:53:42.841Z,-2.6888,-2.3528,1.6918,0.2411,-0.1811,-0.2419
2025-10-17T13:53:42.852Z,-3.6777,-2.7503,1.6920,0.4222,-0.4616,-0.1655
2025-10-17T13:53:42.862Z,-4.4450,-3.0913,1.0291,0.5640,-0.7714,-0.0429
2025-10-17T13:53:42.872Z,-4.7028,-3.2391,0.4587,0.6907,-0.8166,0.1051
2025-10-17T13:53:42.882Z,-4.4062,-3.1050,0.0536,0.7731,-0.6894,0.1959
2025-10-17T13:53:42.892Z,-3.2254,-2.8155,-0.3381,0.7933,-0.4944,0.2131
2025-10-17T13:53:42.902Z,-1.6154,-2.3927,-0.9878,0.7288,-0.3271,0.2114
2025-10-17T13:53:42.912Z,-0.2827,-1.4878,-2.1353,0.5959,-0.2567,0.2384
2025-10-17T13:53:42.921Z,0.6252,-0.1183,-3.4011,0.4031,-0.1854,0.2903
2025-10-17T13:53:42.932Z,0.8114,1.1413,-3.8820,0.1350,-0.2653,0.2956
2025-10-17T13:53:42.942Z,1.0793,1.8460,-4.5142,-0.1914,-0.5045,0.2406
2025-10-17T13:53:42.952Z,1.7889,2.1148,-5.3501,-0.5476,-0.7330,0.1878
2025-10-17T13:53:42.962Z,2.5420,2.2906,-6.4178,-0.9738,-1.0519,0.1579
2025-10-17T13:53:42.972Z,3.7033,2.5556,-8.1323,-1.4615,-1.4892,0.0845
2025-10-17T13:53:42.982Z,5.1229,3.0555,-9.3603,-1.9329,-1.9130,-0.1307
2025-10-17T13:53:42.992Z,6.6359,3.3003,-9.6113,-2.3458,-2.2067,-0.4224
2025-10-17T13:53:43.002Z,8.0197,2.4445,-9.7482,-2.6782,-2.3996,-0.6748
2025-10-17T13:53:43.012Z,8.7069,0.6207,-9.5985,-2.9282,-2.5151,-0.8544
2025-10-17T13:53:43.022Z,8.5774,-1.3602,-9.1339,-3.0943,-2.5325,-1.0106
2025-10-17T13:53:43.032Z,8.4996,-3.0492,-8.5713,-3.1619,-2.3931,-1.1712
2025-10-17T13:53:43.042Z,8.6888,-4.4342,-8.0361,-3.1711,-2.0372,-1.3336
2025-10-17T13:53:43.052Z,8.8538,-5.5738,-7.6088,-3.1402,-1.5357,-1.4855
2025-10-17T13:53:43.062Z,8.4559,-6.6491,-6.9586,-3.1324,-1.0570,-1.6003
2025-10-17T13:53:43.073Z,7.3999,-7.5646,-6.8207,-3.1596,-0.6766,-1.6715
2025-10-17T13:53:43.082Z,5.9162,-7.8648,-6.9982,-3.2115,-0.3731,-1.7089
2025-10-17T13:53:43.092Z,4.0092,-7.6970,-7.1280,-3.2971,-0.1626,-1.6865
