time,gyroX_mdps_filtered,gyroY_mdps_filtered,gyroZ_mdps_filtered,accX_mg_filtered,accY_mg_filtered,accZ_mg_filtered,magX_mG_filtered,magY_mG_filtered,magZ_mG_filtered
0.0,12.719171026667395,214.3173086487534,-88.59397078282088,-1297.3238077581852,-488.48277519232386,-132.9608167611064,615.6461109126687,-474.61339570170105,5.117591652213709
0.005,26.205313747255854,210.6575774255864,-130.7005099239971,-1296.6385139115275,-457.3138683024908,-131.4290276479912,616.3345615340388,-473.01200370922004,6.735827922463459
0.009,39.87714117330072,207.2412253459689,-172.37997885792151,-1295.498340941781,-426.4842814121938,-130.00067441993906,617.0269704993755,-471.41310357559007,8.359308646211606
0.014,53.581617240727496,204.10401083466868,-213.28876344599013,-1293.9436109404928,-396.16926614096667,-128.6995087869019,617.7209612358648,-469.81876518330307,9.978622309992096
0.019,67.16535180529708,201.27489977840443,-253.09273134753258,-1292.0122714324693,-366.5334497213263,-127.54825862462111,618.4142779892024,-468.2307473840194,11.584733313202602
0.024,80.47735320008756,198.7751848916854,-291.47285251633355,-1289.7383087328117,-337.72869559353495,-126.56818513084728,619.1048167981104,-466.6505342009635,13.16911722137483
0.028,93.37159833559431,196.6177626538824,-328.130477738893,-1287.150510309775,-309.89219785522937,-125.77865674999501,619.7906499096382,-465.07937277497354,14.723877125372649
0.032,105.70935216348467,194.80659534186364,-362.7921448688125,-1284.2716443444854,-283.1448458063916,-125.19674868687343,620.4700427998987,-463.5183108083084,16.24183804896609
0.038,117.36118205930194,193.33638579797702,-395.2137988322706,-1281.11810737079,-257.5898974109639,-124.83687642773504,621.141463265922,-461.9682314176555,17.71661750955819
0.042,128.20862874071324,192.1924918021384,-425.1843339609261,-1277.70006642483,-233.31200373006936,-124.71047186929476,621.8035821833965,-460.4298838534119,19.14267152278763
0.047,138.1455132309336,191.35110465715294,-452.5283932993043,-1274.0220903392255,-210.376630229189,-124.82571112473933,622.4552656379387,-458.9039093409579,20.515316383536334
0.052,147.07887931376618,190.7797117837606,-477.1083858924787,-1270.0842279336953,-188.82992158279274,-125.18730325287352,623.0955585798977,-457.3908619797132,21.83072743048484
0.056,154.9295923705794,190.43785469219407,-498.825706509544,-1265.8834530253432,-168.69904857680018,-125.79634869808126,623.7236610890949,-455.8912249801754,23.085916709532068
0.061,161.6326362083322,190.27818138001982,-517.6211618389403,-1261.4153625746949,-149.99305528709044,-126.65027519557808,624.3388995528868,-454.4054226638114,24.27869194685897
0.066,167.13716622445187,190.24777685636403,-533.4746240878006,-1256.6759900134289,-132.704193003703,-127.74285733769655,624.9406961200244,-452.93382886376884,25.40759953004518
0.071,171.40638725061626,190.28973869925392,-546.403948089283,-1251.663584758584,-116.80968982151025,-129.06432366931512,625.5285402306366,-451.4767727287828,26.471854471673623
0.075,174.41732618133358,190.34494812741758,-556.4632009218986,-1246.3802126507362,-102.27386828607354,-130.60155197275557,626.1019655228172,-450.03454328257374,27.471260883308005
0.079,176.16056274492487,190.3539728398638,-563.7402629032755,-1240.8330492621142,-89.0504936674827,-132.33834975381424,626.6605341157913,-448.6073941621933,28.406127349712495
