time,ax,ay,az,wx,wy,wz
2025-10-18T09:58:24.292Z,2.7831,1.2228,1.2873,0.0102,0.4178,-0.0885
2025-10-18T09:58:24.299Z,3.0733,1.2844,1.3958,0.0633,0.4764,-0.0271
2025-10-18T09:58:24.303Z,3.0733,1.2844,1.3958,0.0633,0.4764,-0.0271
2025-10-18T09:58:24.314Z,3.2700,1.0825,1.5455,0.1270,0.4611,-0.0752
2025-10-18T09:58:24.324Z,3.6301,1.0969,1.6293,0.1601,0.4550,-0.1900
2025-10-18T09:58:24.334Z,4.0248,1.2527,1.5491,0.1826,0.4712,-0.3415
2025-10-18T09:58:24.344Z,4.5174,1.3749,1.3756,0.2001,0.4613,-0.4198
2025-10-18T09:58:24.354Z,4.3273,1.5184,1.2819,0.1957,0.3802,-0.4024
2025-10-18T09:58:24.363Z,3.5978,1.5605,1.1719,0.2020,0.2192,-0.3810
2025-10-18T09:58:24.374Z,3.2954,1.5644,1.1314,0.2233,0.0553,-0.3959
2025-10-18T09:58:24.384Z,3.1755,1.5417,1.1136,0.2556,-0.1379,-0.4523
2025-10-18T09:58:24.394Z,2.9802,1.5792,0.9818,0.2709,-0.3572,-0.5199
2025-10-18T09:58:24.404Z,2.7938,1.6796,0.8719,0.2606,-0.5964,-0.5794
2025-10-18T09:58:24.414Z,2.6173,1.8583,0.6790,0.2552,-0.8788,-0.6217
2025-10-18T09:58:24.424Z,2.5205,2.0824,0.6037,0.2205,-1.1458,-0.6626
2025-10-18T09:58:24.434Z,2.3872,2.2846,0.6312,0.1611,-1.3087,-0.7163
2025-10-18T09:58:24.444Z,2.2632,2.4382,0.6385,0.1199,-1.4295,-0.7865
2025-10-18T09:58:24.454Z,2.3871,2.5690,0.8020,0.0830,-1.5136,-0.8623
2025-10-18T09:58:24.464Z,2.5285,2.5964,1.0265,0.0305,-1.5049,-0.9371
2025-10-18T09:58:24.473Z,2.5313,2.5185,0.9771,-0.0290,-1.4429,-1.0065
2025-10-18T09:58:24.484Z,2.7421,2.5736,0.8335,-0.0972,-1.3397,-1.0863
2025-10-18T09:58:24.493Z,3.0681,2.6852,0.6912,-0.1712,-1.2002,-1.1653
2025-10-18T09:58:24.504Z,3.4412,2.8150,0.6043,-0.2596,-1.0298,-1.2576
2025-10-18T09:58:24.514Z,3.9097,2.9584,0.6403,-0.3202,-0.8950,-1.3593
