time,gyroX_mdps_filtered,gyroY_mdps_filtered,gyroZ_mdps_filtered,accX_mg_filtered,accY_mg_filtered,accZ_mg_filtered,magX_mG_filtered,magY_mG_filtered,magZ_mG_filtered
0.0,-320.33183980215426,-123.40775937240414,506.26066383109395,-189.77451790299082,949.6755702949098,-268.37370341255445,27.32068979682168,-228.19717795731583,484.3104537416264
0.005,-302.45551711023234,-127.40759483064208,470.3108631917009,-103.94780608406052,910.8743821675556,-279.04999827113744,27.7575133795176,-227.5948152468828,484.849748600206
0.01,-283.49301111012346,-131.3929712226256,435.2699661113925,-19.585373268613534,872.8886719432476,-289.19461758211946,28.202416425499486,-227.00798484499126,485.345808787667
0.014,-263.501981281674,-135.37807206209175,401.4600831306568,62.32988613884936,836.0421640842508,-298.70111169913304,28.655536913683626,-226.44016174785006,485.8013370766839
0.019,-242.5498070121996,-139.3680662195356,369.18338725305784,140.8602149004428,800.6529931511681,-307.4702242815527,29.117392461474005,-225.8941730255118,486.2193771516636
0.023,-220.7134961573148,-143.35746429695203,338.7157415827033,215.13317886786947,767.0285211948544,-315.4119253896869,29.58889074830338,-225.3721026965841,486.603184210467
0.028,-198.07976754250092,-147.328899240492,310.3010249068882,284.3600778576621,735.4604024287303,-322.44731428242534,30.071327073136167,-224.8752200879583,486.95610569721714
0.033,-174.7452794828949,-151.25241463208022,284.14626542090355,347.8520130847781,706.2200468729682,-328.51034961130347,30.566368467160725,-224.40393474214625,487.28147659409797
0.038,-150.81694737131824,-155.0853219457042,260.41762870012394,405.03311901344966,679.5546003566703,-333.54936806088295,31.076024313410098,-223.95777919023107,487.58253215149716
0.042,-126.412276252734,-158.77265845940374,239.2372713622847,455.4505851599615,655.6835024578722,-337.5283543899303,31.602603721419587,-223.53541939915954,487.86233939438284
0.047,-101.65962542769876,-162.2482439672136,220.68106724278445,498.78123775550097,634.795618227458,-340.4279278075406,32.148659925194416,-223.13469165665126,488.12374746218205
0.052,-76.69831827773541,-165.43630063062227,204.77722691189535,534.834599959824,617.0468824845511,-342.2460125057305,32.716921936199604,-222.7526640140814,488.36935577398316
0.057,-51.678509957287105,-168.2535689762658,191.50584934554618,563.5524878366717,602.5583656119287,-342.9981644146557,33.31021383932198,-222.3857199877271,488.60149797427533
0.061,-26.760728049695086,-170.61182640388495,180.79945414291007,585.0053238144445,591.4146765624962,-342.71753195894377,33.9313625357111,-222.0296619178001,488.82223848421984
0.066,-2.11500806447776,-172.42069507162316,172.5445355882438,599.3854593884096,583.6626570135721,-341.45443520941905,34.58309532594519,-221.67983117909947,489.0333773455315
0.07,22.0804412058686,-173.5906155092864,166.58415471717947,606.9978907807728,579.3103726295284,-339.2755546811997,35.267929348628684,-221.33124227522347,489.23645831921647
0.075,45.64108692011693,-174.03586059408414,162.72154941668413,608.2488184916679,578.3264519619077,-336.26272838636953,35.98805538597371,-220.97872761821677,489.43277550724713
0.08,68.37845329302685,-173.6774697832001,160.7247060134914,603.6325379555614,580.6398458843812,-332.5113647705815,36.74521883114951,-220.6170894078932,489.62337531881377
0.085,90.10302030257073,-172.44599374419158,160.33180527712,593.7171520616846,586.140078194859,-328.1284908547684,37.54060076851421,-220.24125448299628,489.8090527569272
0.09,110.62759293391262,-170.28395313827565,161.25743123192123,579.1295716594534,594.6780398945373,-323.2304691333994,38.37470235950553,-219.8464274200566,489.99034269035553
0.094,129.7710628568644,-167.14793081194063,163.1994095307258,560.5402265714671,606.0673591209916,-317.9404321771034,39.24723620831353,-219.42823671338758,490.1675075120303
0.099,147.36245708120023,-163.01023283018228,165.84612157054553,538.6478569032586,620.0863661476011,-312.3854985054305,40.157029082452674,-218.98286885408302,490.3405227910907
0.104,163.24514508653704,-157.86007004663787,168.88412149788445,514.1646999522341,636.4806708837909,-306.69384536917016,41.10194111481217,-218.50718566950408,490.50906284688546
0.108,177.28105711914364,-151.70422822118084,172.0058666667939,487.80233639309205,654.9663738131546,-300.9917224342926,42.07880716121049,-217.99882120884874,490.6724887424345
0.113,189.3547518865463,-144.5672111855564,174.91735837889792,460.2584137212652,675.2339310066454,-295.40049448386026,43.08340604601792,-217.456255418608,490.8298416677458
0.117,199.37716253953042,-136.4908581552501,177.34548030346593,432.2044271959155,696.9526812998554,-290.03380117755904,44.110462765460944,-216.87886265098712,490.97984470042906
0.122,207.28884713558008,-127.53345270730566,179.04482046862339,404.27470884138154,719.7760158031233,-284.9949179972431,45.15368725150293,-216.26693376007503,491.1209153704536
0.127,213.06257563583802,-117.76835683042822,179.80377282493785,377.05675107677285,743.3471303577428,-280.3743953251914,46.205851189343974,-215.6216713083335,491.25119041488887
0.132,216.70510144536152,-107.2822184464441,179.44973662972603,351.08296975395973,767.305258192569,-276.2480428417281,47.25890207185723,-214.9451582294291,491.3685628199279
0.137,218.25799203974023,-96.17281451919992,177.85326321208996,326.823989149275,791.2922398123567,-272.67531485929567,48.30411170601188,-214.2403010359204,491.4707300020141
0.141,217.79742955160955,-84.5466038658189,174.9310359673699,304.6835075297666,814.9592532489734,-269.6981395354051,49.332255003591065,-213.51074921833433,491.5552510558561
0.146,215.43293651863547,-72.51607353524095,170.64760792539911,284.99477585477877,837.9735009419313,-267.34022160845586,50.33381387146329,-212.7607928882964,491.6196105872062
0.151,211.3050316989877,-60.196969476808405,165.01586055201997,268.0186938920328,860.0246308248281,-265.6068346891588,51.29920001274491,-211.995241090826,491.66128675372374
0.155,205.58187256598964,-47.7055054682633,158.09618622098145,253.94349753138707,880.8306614350258,-264.48510553706507,52.218989397625485,-211.2192836537865,491.6778215193745
0.16,198.45499084128275,-35.15564329146222,149.99443278777807,242.88597830409552,900.1431875709673,-263.94477949749364,53.08416031655642,-210.43833998642805,491.66689145791923
0.164,190.13427114637824,-22.65653170906012,140.85867928205047,234.8941414739023,917.7516668943015,-263.93944357719073,53.88632657400645,-209.65789882127325,491.62637755063946
0.169,180.84235726155396,-10.310182314264722,130.87493539686122,229.95117428721295,933.4866290473452,-264.4081715168238,54.617957605267165,-208.88335340295563,491.55443238141044
0.174,170.80869409281814,1.790552153194743,120.26187489936366,227.98056399094065,947.221703745331,-265.277543654122,55.27257795794635,-208.11983703586554,491.44954309409917
0.179,160.26342658385886,13.56364559518561,109.26472705470053,228.85217901202512,958.8744258775282,-266.46398349072496,55.84493939559178,-207.3720643452658,491.31058852823566
0.184,149.4313801615519,24.939175874621757,98.1484641928229,232.3891079173228,968.4058354108497,-267.87634300126007,56.33115964785625,-206.64418420939342,491.1368890768691
0.188,138.52634083833044,35.8601902284491,87.1904404807235,238.37503937170035,975.8189408659719,-269.4186603183914,56.72882264553405,-205.9396508753644,490.92824793202794
0.193,127.74583676112933,46.28315255931184,76.67265750197124,246.56196135173045,981.156154187936,-270.9930070442346,57.03703629433847,-205.26111974868678,490.68498238014706
0.198,117.2665977377046,56.17798124613987,66.87385445871683,256.6779590979316,984.4958327231493,-272.50233863968606,57.25644566539446,-204.61037340680232,490.4079436127967
0.202,107.24083674647787,65.52769979789754,58.06164095753235,268.43489978152974,985.9480837622713,-273.8532606091034,57.38920165178161,-203.98828178524275,490.09852318154367
0.207,97.79345936498524,74.32773435430897,50.484904246192535,281.5358090091249,985.650002047064,-274.9586258739496,57.438887139088266,-203.39479876177623,489.75864395236187
0.211,89.02026528262192,82.58490119684691,44.3667266683967,295.68177016099,983.7605228017497,-275.73988494964203,57.41040427635493,-202.82899572794486,489.3907335703998
0.216,80.98716278884156,90.31613394964745,39.8980402471178,310.5782102735582,980.4550820503302,-276.12912009479356,57.30982762532934,-202.28913094477608,488.99767944856194
0.221,73.73037458518561,97.54700410438097,37.23222279882643,325.940472450326,975.9202798394886,-276.0707069019589,57.144229031122215,-201.77275133455905,488.5827662420716
0.226,67.25757329306326,104.31009002986441,36.48080525745967,341.4986108716838,970.3487363934938,-275.5225609305066,56.92148099518429,-201.27682116918697,488.1495991400352
0.231,61.54984899949862,110.64324899310444,37.71041645027109,357.00137705463413,963.9343115152632,-274.45694175976666,56.65004593994371,-200.79787051195012,487.70201818363483
