time,gyroX_mdps_filtered,gyroY_mdps_filtered,gyroZ_mdps_filtered,accX_mg_filtered,accY_mg_filtered,accZ_mg_filtered,magX_mG_filtered,magY_mG_filtered,magZ_mG_filtered
0.0,101.1808687196288,-107.9858449359783,561.4202037575135,-74.71559174936858,549.0723264599591,-175.75306063211386,21.68523986416534,-205.40326338169402,450.90954267400537
0.006,95.47803938369752,-98.53539450895525,524.2943452186066,-10.839453842883222,567.373935816673,-182.05902867883415,22.558654315893907,-204.12038118494883,452.167563410487
0.01,90.021388015847,-89.32101406683059,487.24571457841176,51.886658815572375,585.5975618337474,-188.20244049551917,23.43458496912043,-202.8323079959227,453.4375122430155
0.015,84.85399329242671,-80.44421137656035,450.4563942116138,112.76872440248717,603.6420479112666,-194.16036650176767,24.30650143644964,-201.54798672919569,454.7053547470582
0.02,80.0051211395195,-71.99297554720175,414.1007631519298,171.14948240799336,621.4146928752427,-199.9154009352292,25.168062848130162,-200.2761871291022,455.9573105026202
0.024,75.48853361253042,-64.0389244171395,378.34375789057276,226.42347383351503,638.8332738772779,-205.45613221221325,26.013228958386655,-199.0253550356548,457.18014804562347
0.029,71.3012796221249,-56.635081090049944,343.3392043045588,278.05022303938415,655.8275662977704,-210.77750742366604,26.836355512688716,-197.803484236707,458.3614490840079
0.034,67.42303564555178,-49.81437588692871,309.22825076246636,325.565129040982,672.34027503849,-215.8810846657283,27.632271935699755,-196.6180153026424,459.4898348008323
0.039,63.81604824204335,-43.58892874403893,276.13797043607264,368.58777675677646,688.3273329844475,-220.7751689948661,28.396340669893295,-195.47576354843466,460.555149917529
0.043,60.42571203099501,-37.9501272124037,244.18021939904276,406.8275299074085,703.7575752112605,-225.47482681335867,29.124498359700997,-194.38287583365195,461.5486028333438
0.047,57.18179566455871,-32.869480071818934,213.45083040484565,440.08641243458067,718.6118530454568,-230.00176979991807,29.813279588059544,-193.34481354030717,462.462862409212
0.053,54.000304301470834,-28.300197705872296,184.02920152906077,468.25941097331224,732.8816960436378,-234.3840948031157,30.45982420252413,-192.3663571218202,463.2921136673471
0.057,50.78594176193132,-24.179427462997065,155.97831950019446,491.33242531022154,746.5676502206211,-238.65586302940937,31.061869588941633,-191.45162643111883,464.032075804546
0.062,47.43511131938716,-20.43105384376485,129.34524399512347,509.3781498220383,759.6774159838283,-242.85650262721393,31.61772962574916,-190.60411079732123,464.6799866560476
0.067,43.83937301283518,-16.96895815892598,104.16206371707278,522.5501894698939,772.2238890537426,-247.0300240113041,32.1262624525151,-189.8267035349146,465.23455834158557
0.071,39.889258325248754,-13.700619673771323,80.44730938914903,531.0757125174706,784.2231853415528,-251.2240459191351,32.586829542998274,-189.12173694886354,465.6959092629425
0.076,35.47832990804363,-10.530930287771273,58.207774009816504,535.2469349797348,795.6927146522444,-255.48864043225876,32.99924879539125,-188.49101534791282,466.06547759200527
0.081,30.507364426106925,-7.3660881060611745,37.44065597017783,535.4117274315535,806.6493598672891,-259.87501542098363,33.36374437208362,-187.93584460220885,466.3459206713521
0.086,24.888530665783172,-4.117432762682971,18.135914717137965,531.9636310322845,817.1078157788138,-264.43406208494474,33.680895840012475,-187.45705738491557,466.5410035731838
0.09,18.549432967780167,-0.705087793718395,0.2787144821049994,525.3315597717892,827.0791413637004,-269.2148030897145,33.95158884160103,-187.0550337370069,466.65547895036076
0.094,11.436891537580795,2.938717251023325,-16.14817298817728,515.9694463865236,836.5695769477985,-274.26278323968654,34.17696914635005,-186.72971714337302,466.69495964501067
0.1,3.5203355779988406,6.866760581548916,-31.162133900582425,504.3460616221777,845.5796706939378,-279.6184497321485,34.358401568050844,-186.48062677114197,466.665785326606
0.104,-5.205308108279805,11.114478242236867,-44.77876582171356,490.9352045931484,854.1037476033994,-285.3155727145925,34.49743492004419,-186.30686673673668,466.5748845292304
0.109,-14.717339451691208,15.698232659235245,-57.01032423958353,476.2064295369393,862.1297420649888,-291.3797588281853,34.595773903758115,-186.2071332711614,466.42963364192656
0.114,-24.96371902636634,20.614260762106987,-67.86464495812768,460.6164432998356,869.6394055260827,-297.82711018495183,34.65525852520533,-186.17972060790999,466.237714530349
0.118,-35.86229282290399,25.838339123379853,-77.3445964989691,444.6012795836904,876.6088949764026,-304.66307830839344,34.677851230559725,-186.2225264427473,466.0069724610542
0.123,-47.30086993217857,31.3261778590357,-85.448086462598,428.5693320380658,883.0097423879347,-311.88155682404096,34.665631376125305,-186.3330579155525,465.74527586944157
0.128,-59.13819251090783,37.01452815421737,-92.16861667297495,412.8953108174229,888.8101945180166,-319.4642484716459,34.6207959325955,-186.50843914917482,465.46037935085366
0.133,-71.20581200908495,42.82296134016991,-97.49635379846092,397.9151764823322,893.9768932406378,-327.3803320128713,34.54566468636423,-186.74542126279633,465.1597912373739
0.137,-83.31085817906244,48.65625192638367,-101.41965489494761,383.922097611998,898.4768409461074,-335.58644363424645,34.442687920228266,-187.04039527833547,464.85064741002896
0.141,-95.2396586410198,54.40727470269301,-103.92696328396991,371.16346860379576,902.2795694591132,-344.0269762690361,34.31445465801861,-187.389407525915,464.5395935227833
0.147,-106.7621379676699,59.96030864796209,-105.0089720475403,359.839008342633,905.3594093723935,-352.63468951227685,34.163699727066074,-187.7881764064311,464.2326782544104
0.152,-117.63689768842083,65.19462888100402,-104.66094031173587,350.09993950126625,907.6977414242886,-361.33161298719205,33.993307843453195,-188.23210906102162,463.9352602665111
0.156,-127.61685328619203,69.98826241411085,-102.88503989889526,342.0492249619039,909.2851029400802,-370.0302176810556,33.80631279056886,-188.71631670699642,463.6519312452655
0.161,-136.4552820183525,74.22178363542292,-99.69260654679115,335.74281360913653,910.1230217316754,-378.63482348911094,33.605889955454444,-189.23562797081257,463.3864569361663
0.165,-143.91211727897314,77.78203055185799,-95.1061720531893,331.19182245925583,910.2254588028859,-387.0432072858853,33.39534121587238,-189.7846002588099,463.1417375222306
