time,ax,ay,az,wx,wy,wz
2025-10-18T09:24:07.874Z,1.4737,-0.2196,-0.1104,0.2887,-0.2343,-0.7355
2025-10-18T09:24:07.883Z,1.5436,-0.2424,-0.2574,0.2994,0.0109,-0.6335
2025-10-18T09:24:07.893Z,1.4500,-0.2970,-0.3532,0.2534,0.1087,-0.7292
2025-10-18T09:24:07.903Z,1.2304,-0.3717,-0.4397,0.2301,0.0751,-0.7560
2025-10-18T09:24:07.913Z,1.1243,-0.4558,-0.5421,0.2112,0.0135,-0.7947
2025-10-18T09:24:07.923Z,1.1581,-0.4904,-0.4908,0.1934,-0.0698,-0.8267
2025-10-18T09:24:07.933Z,0.9454,-0.5200,-0.2802,0.1684,-0.1164,-0.8500
2025-10-18T09:24:07.946Z,0.5694,-0.6856,-0.1528,0.1482,-0.1952,-0.8654
2025-10-18T09:24:07.953Z,0.5694,-0.6856,-0.1528,0.1246,-0.2630,-0.8917
2025-10-18T09:24:07.963Z,0.6310,-0.6521,-0.1357,0.1012,-0.3070,-0.9246
2025-10-18T09:24:07.973Z,0.8118,-0.5046,-0.0348,0.0924,-0.3674,-0.9607
2025-10-18T09:24:07.983Z,0.9307,-0.4318,0.1075,0.0597,-0.4134,-0.9925
2025-10-18T09:24:07.996Z,0.7226,-0.6010,0.2851,0.0460,-0.4665,-1.0067
2025-10-18T09:24:08.003Z,0.7226,-0.6010,0.2851,0.0440,-0.5331,-1.0073
2025-10-18T09:24:08.013Z,0.7146,-0.6329,0.4204,0.0236,-0.5372,-0.9985
2025-10-18T09:24:08.023Z,0.7511,-0.6424,0.4730,0.0145,-0.4946,-0.9837
2025-10-18T09:24:08.033Z,1.0532,-0.6273,0.5280,0.0102,-0.4280,-0.9640
2025-10-18T09:24:08.046Z,1.4603,-0.5920,0.8335,0.0073,-0.3522,-0.9652
2025-10-18T09:24:08.053Z,1.4603,-0.5920,0.8335,0.0056,-0.2774,-0.9707
2025-10-18T09:24:08.063Z,1.6019,-0.7167,1.1165,0.0244,-0.2265,-0.9865
2025-10-18T09:24:08.073Z,1.8696,-0.9341,1.4930,0.0627,-0.1726,-1.0392
2025-10-18T09:24:08.083Z,2.2463,-1.1058,1.8068,0.1266,-0.0943,-1.1179
2025-10-18T09:24:08.097Z,2.5855,-1.2556,1.7838,0.1751,0.0296,-1.1942
2025-10-18T09:24:08.103Z,2.5855,-1.2556,1.7838,0.2476,0.1627,-1.2481
2025-10-18T09:24:08.113Z,2.3788,-1.2093,1.6832,0.3123,0.2423,-1.2864
2025-10-18T09:24:08.123Z,1.8966,-1.1753,1.4584,0.3638,0.2481,-1.3302
2025-10-18T09:24:08.133Z,1.2816,-1.1828,1.1176,0.4102,0.1830,-1.3747
2025-10-18T09:24:08.151Z,0.4734,-1.0261,0.4717,0.4450,0.0786,-1.4037
2025-10-18T09:24:08.153Z,0.4734,-1.0261,0.4717,0.4604,-0.0126,-1.4210
2025-10-18T09:24:08.163Z,0.3688,-0.8349,0.1188,0.4704,-0.0450,-1.4185
2025-10-18T09:24:08.173Z,0.3181,-0.5660,-0.0121,0.4795,-0.0077,-1.4093
2025-10-18T09:24:08.182Z,0.3045,-0.3383,-0.1075,0.4792,0.0878,-1.3937
2025-10-18T09:24:08.196Z,0.5210,-0.1358,-0.6504,0.4807,0.2524,-1.3747
2025-10-18T09:24:08.203Z,0.5210,-0.1358,-0.6504,0.4654,0.5097,-1.3546
2025-10-18T09:24:08.213Z,0.6226,-0.0415,-1.0430,0.4480,0.8133,-1.3286
2025-10-18T09:24:08.223Z,0.7053,0.0366,-1.4500,0.4268,1.0671,-1.3137
2025-10-18T09:24:08.233Z,0.5218,0.0302,-1.9123,0.3935,1.2638,-1.3010
2025-10-18T09:24:08.243Z,-0.0504,-0.0887,-2.3398,0.3904,1.3097,-1.2745
2025-10-18T09:24:08.253Z,-0.8747,-0.3791,-2.5512,0.3570,1.2076,-1.2348
2025-10-18T09:24:08.263Z,-2.2265,-0.6792,-3.0812,0.2760,1.0500,-1.1822
2025-10-18T09:24:08.273Z,-3.4152,-0.7780,-3.6122,0.1878,0.7900,-1.1336
2025-10-18T09:24:08.282Z,-3.9755,-0.8787,-3.9952,0.0672,0.5158,-1.1077
2025-10-18T09:24:08.292Z,-4.2743,-1.1494,-4.3861,-0.0605,0.2557,-1.0864
2025-10-18T09:24:08.303Z,-4.5117,-1.6597,-4.5776,-0.2105,0.0946,-1.0369
2025-10-18T09:24:08.313Z,-4.6543,-2.3989,-4.8428,-0.3592,0.0340,-0.9361
2025-10-18T09:24:08.322Z,-4.6078,-3.0234,-4.8933,-0.5076,0.0940,-0.8219
2025-10-18T09:24:08.333Z,-4.3768,-3.4008,-4.8485,-0.6544,0.2943,-0.7477
2025-10-18T09:24:08.345Z,-3.9568,-3.8952,-5.0459,-0.7837,0.5719,-0.6920
2025-10-18T09:24:08.352Z,-3.6941,-4.2596,-5.3152,-0.9705,0.9121,-0.6162
2025-10-18T09:24:08.363Z,-3.8647,-4.2803,-6.0311,-1.2062,1.1890,-0.4775
2025-10-18T09:24:08.372Z,-4.3650,-4.0523,-6.7718,-1.4985,1.4173,-0.2971
2025-10-18T09:24:08.383Z,-4.9836,-3.9190,-7.3021,-1.8055,1.5427,-0.0877
2025-10-18T09:24:08.394Z,-5.3650,-3.9331,-7.4905,-2.1167,1.5331,0.1031
2025-10-18T09:24:08.403Z,-5.4570,-4.1489,-7.5375,-2.4263,1.4861,0.2618
2025-10-18T09:24:08.412Z,-5.4394,-4.4899,-7.6318,-2.7176,1.4237,0.3877
2025-10-18T09:24:08.424Z,-5.4189,-4.7907,-7.7947,-3.0037,1.3997,0.4921
