time,ax,ay,az,wx,wy,wz
2025-10-18T09:14:42.691Z,-0.2883,-0.1985,0.6506,-0.1128,-0.3139,-0.4528
2025-10-18T09:14:42.694Z,0.4111,-0.7182,0.1889,-0.0987,-0.2111,-0.4660
2025-10-18T09:14:42.705Z,1.1138,-0.2227,-0.1362,-0.1089,-0.1590,-0.5297
2025-10-18T09:14:42.713Z,1.0219,0.1572,-0.2866,-0.1264,-0.0382,-0.5998
2025-10-18T09:14:42.723Z,1.2954,0.0824,-0.5481,-0.1474,-0.0123,-0.6808
2025-10-18T09:14:42.733Z,1.3799,-0.2995,-0.4400,-0.1514,-0.0200,-0.7590
2025-10-18T09:14:42.743Z,1.0869,-0.4971,-0.2187,-0.1386,-0.0400,-0.8151
2025-10-18T09:14:42.759Z,0.8024,-0.5313,-0.1074,-0.1315,-0.0558,-0.8551
2025-10-18T09:14:42.762Z,0.8024,-0.5313,-0.1074,-0.1165,-0.0764,-0.8917
2025-10-18T09:14:42.773Z,0.6548,-0.6173,0.0981,-0.1031,-0.0632,-0.9356
2025-10-18T09:14:42.783Z,0.5965,-0.6919,0.1015,-0.0876,-0.0489,-0.9810
2025-10-18T09:14:42.793Z,0.5953,-0.7890,0.0697,-0.0708,-0.0523,-1.0303
2025-10-18T09:14:42.804Z,0.5115,-0.8838,0.0541,-0.0524,-0.0816,-1.0789
2025-10-18T09:14:42.813Z,0.3255,-0.9599,0.0357,-0.0356,-0.1328,-1.1126
2025-10-18T09:14:42.823Z,0.1238,-1.0207,-0.0698,-0.0296,-0.1653,-1.1415
2025-10-18T09:14:42.832Z,0.1238,-1.0207,-0.0698,-0.0258,-0.1870,-1.1712
2025-10-18T09:14:42.843Z,0.1916,-0.9894,-0.2766,-0.0270,-0.1971,-1.1964
2025-10-18T09:14:42.854Z,0.1070,-0.9375,-0.3102,-0.0359,-0.1596,-1.2172
2025-10-18T09:14:42.863Z,0.1439,-0.9498,-0.3650,-0.0415,-0.1133,-1.2366
2025-10-18T09:14:42.873Z,0.1265,-1.0351,-0.2341,-0.0422,-0.0663,-1.2501
2025-10-18T09:14:42.883Z,-0.1060,-1.1290,-0.1701,-0.0386,-0.0101,-1.2526
2025-10-18T09:14:42.893Z,-0.1899,-1.1735,-0.1693,-0.0303,0.0452,-1.2513
2025-10-18T09:14:42.904Z,-0.1807,-1.2103,-0.2646,-0.0296,0.1466,-1.2461
2025-10-18T09:14:42.913Z,-0.0944,-1.2164,-0.4189,-0.0271,0.2617,-1.2522
2025-10-18T09:14:42.924Z,0.0171,-1.2320,-0.6994,-0.0348,0.3854,-1.2557
2025-10-18T09:14:42.933Z,0.0599,-1.2167,-1.0172,-0.0549,0.5036,-1.2629
2025-10-18T09:14:42.943Z,0.0925,-1.2197,-1.3486,-0.0886,0.6415,-1.2814
2025-10-18T09:14:42.954Z,0.1367,-1.3167,-1.6622,-0.1257,0.8179,-1.3092
2025-10-18T09:14:42.963Z,0.0769,-1.4520,-1.7656,-0.1494,1.0071,-1.3343
2025-10-18T09:14:42.974Z,-0.1712,-1.6540,-1.7968,-0.1645,1.1907,-1.3603
2025-10-18T09:14:42.983Z,-0.4889,-1.8813,-2.0085,-0.1880,1.3556,-1.3804
2025-10-18T09:14:42.994Z,-0.8223,-2.0324,-2.2773,-0.2107,1.4912,-1.3944
2025-10-18T09:14:43.004Z,-1.1841,-2.1743,-2.5875,-0.2541,1.6203,-1.4082
2025-10-18T09:14:43.014Z,-1.5719,-2.3066,-2.9567,-0.3009,1.7427,-1.4213
2025-10-18T09:14:43.023Z,-1.5719,-2.3066,-2.9567,-0.3699,1.8030,-1.4290
2025-10-18T09:14:43.034Z,-2.1935,-2.4971,-3.6329,-0.4641,1.8653,-1.4285
2025-10-18T09:14:43.042Z,-2.1935,-2.4971,-3.6329,-0.5794,1.9053,-1.4166
2025-10-18T09:14:43.054Z,-3.0088,-2.6095,-4.1202,-0.7093,1.9349,-1.3864
2025-10-18T09:14:43.062Z,-3.0088,-2.6095,-4.1202,-0.8675,1.9421,-1.3429
2025-10-18T09:14:43.074Z,-3.8264,-2.6389,-4.5306,-1.0419,1.9080,-1.2970
2025-10-18T09:14:43.083Z,-4.1174,-2.7114,-4.5592,-1.2228,1.7488,-1.2322
2025-10-18T09:14:43.093Z,-4.1174,-2.7114,-4.5592,-1.4025,1.4839,-1.1513
2025-10-18T09:14:43.104Z,-5.0414,-3.2941,-4.4453,-1.5853,1.2222,-1.0374
2025-10-18T09:14:43.113Z,-5.0414,-3.2941,-4.4453,-1.7666,0.9816,-0.9156
2025-10-18T09:14:43.124Z,-4.5378,-3.6284,-4.2529,-1.9479,0.8133,-0.8142
2025-10-18T09:14:43.133Z,-4.5378,-3.6284,-4.2529,-2.1336,0.7590,-0.7392
2025-10-18T09:14:43.143Z,-3.7451,-3.5808,-4.1566,-2.3247,0.7963,-0.6771
2025-10-18T09:14:43.154Z,-2.6309,-3.6092,-3.9561,-2.5089,0.9025,-0.6061
2025-10-18T09:14:43.163Z,-2.6309,-3.6092,-3.9561,-2.6869,1.1031,-0.5267
2025-10-18T09:14:43.174Z,-1.9922,-3.9003,-3.4109,-2.8577,1.3724,-0.4702
2025-10-18T09:14:43.183Z,-1.9922,-3.9003,-3.4109,-2.9873,1.6349,-0.4448
2025-10-18T09:14:43.193Z,-1.7399,-4.1338,-3.1112,-3.0805,1.8298,-0.4302
2025-10-18T09:14:43.204Z,-2.4870,-4.6726,-2.4994,-3.1711,1.9616,-0.4123
2025-10-18T09:14:43.213Z,-2.4870,-4.6726,-2.4994,-3.2527,2.0193,-0.4187
2025-10-18T09:14:43.224Z,-2.7780,-4.8411,-1.6342,-3.3253,2.0336,-0.4478
2025-10-18T09:14:43.233Z,-2.7780,-4.8411,-1.6342,-3.3953,2.0230,-0.5014
2025-10-18T09:14:43.243Z,-2.7045,-4.8658,-1.1979,-3.4656,2.0005,-0.5620
2025-10-18T09:14:43.254Z,-2.8425,-5.1635,-0.6904,-3.5402,1.9865,-0.6259
2025-10-18T09:14:43.263Z,-2.8425,-5.1635,-0.6904,-3.6014,2.0180,-0.6920
2025-10-18T09:14:43.274Z,-2.6988,-5.4937,-0.1049,-3.6517,2.0462,-0.7601
2025-10-18T09:14:43.283Z,-2.6988,-5.4937,-0.1049,-3.7110,2.1040,-0.8323
2025-10-18T09:14:43.293Z,-2.7012,-5.5596,0.0573,-3.7795,2.2054,-0.9105
