time,ax,ay,az,wx,wy,wz
2025-10-16T15:39:30.479Z,-1.2329,0.1827,0.0818,0.0118,-0.6948,-0.4396
2025-10-16T15:39:30.484Z,-0.7778,-0.2242,0.0266,0.0392,-0.8639,-0.2581
2025-10-16T15:39:30.494Z,-0.1309,-0.4225,-0.1345,0.0551,-0.5654,-0.2983
2025-10-16T15:39:30.501Z,0.7857,-0.2198,-0.3945,0.0502,-0.4014,-0.4529
2025-10-16T15:39:30.512Z,1.3102,-0.2831,-0.7179,0.0363,-0.3138,-0.6156
2025-10-16T15:39:30.522Z,0.9960,-0.4408,-0.9539,0.0149,-0.2390,-0.7003
2025-10-16T15:39:30.531Z,0.9960,-0.4408,-0.9539,0.0149,-0.2390,-0.7003
2025-10-16T15:39:30.544Z,-0.0284,-0.7847,-1.4571,-0.0438,-0.0902,-0.7311
2025-10-16T15:39:30.550Z,-0.0284,-0.7847,-1.4571,-0.0684,-0.0426,-0.7698
2025-10-16T15:39:30.562Z,0.0423,-1.0009,-1.7067,-0.0941,0.0271,-0.8502
2025-10-16T15:39:30.572Z,-0.0532,-1.1408,-1.8875,-0.1132,0.1213,-0.9431
2025-10-16T15:39:30.582Z,-0.1922,-1.3620,-1.9350,-0.1322,0.2199,-1.0291
2025-10-16T15:39:30.593Z,-0.3826,-1.5975,-2.0509,-0.1438,0.3535,-1.0979
2025-10-16T15:39:30.600Z,-0.3826,-1.5975,-2.0509,-0.1731,0.4639,-1.1533
2025-10-16T15:39:30.612Z,-0.8541,-1.8767,-2.4123,-0.2200,0.5650,-1.2138
2025-10-16T15:39:30.622Z,-1.0789,-2.0330,-2.7785,-0.2835,0.6512,-1.2830
2025-10-16T15:39:30.632Z,-1.2321,-2.3195,-3.0495,-0.3618,0.7204,-1.3505
2025-10-16T15:39:30.643Z,-1.4042,-2.5860,-3.3115,-0.4575,0.8144,-1.4125
2025-10-16T15:39:30.650Z,-1.4042,-2.5860,-3.3115,-0.5588,0.9180,-1.4767
2025-10-16T15:39:30.662Z,-1.5937,-2.8278,-3.7856,-0.6630,1.0608,-1.5487
2025-10-16T15:39:30.672Z,-1.6552,-2.9667,-3.9479,-0.7591,1.2346,-1.6314
