time,ax,ay,az,wx,wy,wz
2025-10-16T15:37:53.255Z,0.8873,0.5483,0.6701,0.1915,-0.2901,-0.7275
2025-10-16T15:37:53.259Z,0.8873,0.5483,0.6701,0.1925,-0.4007,-0.8005
2025-10-16T15:37:53.268Z,1.9695,0.9460,0.2895,0.2019,-0.3900,-0.8458
2025-10-16T15:37:53.277Z,2.2615,0.6877,-0.0066,0.2035,-0.2378,-0.7950
2025-10-16T15:37:53.288Z,1.9459,0.3112,-0.2150,0.1983,-0.1921,-0.7719
2025-10-16T15:37:53.298Z,1.7719,0.1646,-0.4554,0.1847,-0.2616,-0.8059
2025-10-16T15:37:53.307Z,1.3362,-0.0107,-0.5832,0.1662,-0.3755,-0.8720
2025-10-16T15:37:53.318Z,0.8560,-0.0673,-0.5343,0.1539,-0.4695,-0.9269
2025-10-16T15:37:53.327Z,0.3849,-0.0879,-0.5244,0.1413,-0.5193,-0.9607
2025-10-16T15:37:53.337Z,-0.0484,-0.2670,-0.4861,0.1393,-0.5802,-0.9833
2025-10-16T15:37:53.347Z,-0.4551,-0.5354,-0.3770,0.1381,-0.6405,-0.9980
2025-10-16T15:37:53.357Z,-0.9230,-0.7653,-0.3975,0.1434,-0.7191,-1.0088
2025-10-16T15:37:53.367Z,-1.2989,-0.9590,-0.4497,0.1393,-0.8026,-1.0182
2025-10-16T15:37:53.377Z,-1.5115,-1.1037,-0.5383,0.1381,-0.8467,-1.0356
2025-10-16T15:37:53.387Z,-1.5961,-1.2257,-0.6566,0.1393,-0.8481,-1.0592
2025-10-16T15:37:53.397Z,-1.5223,-1.3622,-0.6440,0.1585,-0.8080,-1.0980
2025-10-16T15:37:53.407Z,-1.4214,-1.5775,-0.5521,0.1787,-0.7167,-1.1422
2025-10-16T15:37:53.417Z,-1.4527,-1.8685,-0.5466,0.1932,-0.6134,-1.1802
2025-10-16T15:37:53.427Z,-1.5026,-2.1396,-0.6812,0.2103,-0.4966,-1.2079
2025-10-16T15:37:53.437Z,-1.4770,-2.2643,-0.7736,0.2050,-0.4015,-1.2335
