time,gyroX_mdps_filtered,gyroY_mdps_filtered,gyroZ_mdps_filtered,accX_mg_filtered,accY_mg_filtered,accZ_mg_filtered,magX_mG_filtered,magY_mG_filtered,magZ_mG_filtered
0.0,-43.90153494356356,-284.1174534659635,-174.7335709891829,-849.3650523292861,-214.35729714965711,473.36755772164133,0.0,0.0,0.0
0.004,-33.35511779845555,-231.95820767127915,-130.72263619985446,-864.4515993850042,-177.2254637704717,476.484427727501,0.0,0.0,0.0
0.009,-23.300829039075893,-180.0286734586336,-87.7817304836819,-879.5713113586917,-141.2205172751582,479.56793229750036,0.0,0.0,0.0
0.014,-13.984251984491932,-128.68799009205654,-46.56980898259258,-894.3406572727606,-106.7484697225377,482.6186929705644,0.0,0.0,0.0
0.018,-5.6349859778833675,-78.27871562670181,-7.705899748285099,-908.3964451749508,-74.19348540196154,485.6373305089545,0.0,0.0,0.0
0.023,1.5398380964059184,-29.120695566270168,28.247372149666987,-921.4068078766204,-43.91025035215188,488.6240355353375,0.0,0.0,0.0
0.028,7.3610030395988835,18.494452874213785,60.79748423956261,-933.0803571088273,-16.21668876285613,491.57826427975624,0.0,0.0,0.0
0.032,11.681469723715411,64.30808742218444,89.53274920633453,-943.173144042961,8.612664546738431,494.49856976333183,0.0,0.0,0.0
0.037,14.389412790028707,108.09838415930086,114.12994624719322,-951.493282996887,30.352318091045426,497.38255723664173,0.0,0.0,0.0
0.042,15.410041741031103,149.6831765141471,134.35871318118987,-957.9033031767968,48.8302513695677,500.2269372651748,0.0,0.0,0.0
0.047,14.706255643387241,188.9217304064331,150.08267841530318,-962.3204433403383,63.93097042469309,503.02764303720835,0.0,0.0,0.0
0.051,12.278199924579623,225.71543941218235,161.25754700839255,-964.7151741542159,75.59714136768007,505.7799794553212,0.0,0.0,0.0
0.056,8.161813990481317,260.007464591977,167.92657595810618,-965.1082365932336,83.82979929430445,508.478777172184,0.0,0.0,0.0
0.061,2.4264829565962165,291.78137994229616,170.21398029942173,-963.566464109987,88.68714173519042,511.11853171897144,0.0,0.0,0.0
0.065,-4.828069302066757,321.0589147824099,168.31680373177713,-960.1976481303901,90.28193347590276,513.6935145515131,0.0,0.0,0.0
0.07,-13.47549182665753,347.8969077197199,162.49572029787348,-955.144714339465,88.77759830236488,516.1978490804331,0.0,0.0,0.0
0.075,-23.366961977640937,372.3836028338991,153.06515628446803,-948.5794815190377,84.38314510676612,518.6255509305361,0.0,0.0,0.0
0.079,-34.33562519521777,394.6344277154137,140.38305740464335,-940.6962591202956,77.34714392105937,520.9705375726952,0.0,0.0,0.0
0.084,-46.20116750284039,414.78739577566233,124.84058001340208,-931.7055038103217,67.95100797043098,523.2266171092251,0.0,0.0,0.0
