time,gyroX_mdps_filtered,gyroY_mdps_filtered,gyroZ_mdps_filtered,accX_mg_filtered,accY_mg_filtered,accZ_mg_filtered,magX_mG_filtered,magY_mG_filtered,magZ_mG_filtered
0.0,-58.61029526484136,-22.408272531616802,3107.6869816546573,-245.45786007631685,-901.1086961322923,-196.39576031177458,93.89486357654859,-238.34373284469797,600.4350210121062
0.005,-85.23100124308088,-12.260371272054982,2749.732737873447,-163.62766783357776,-746.6889162657191,-166.4055124433154,93.49822244337909,-235.9808943331707,599.4875982319643
0.009,-105.60002704198611,-0.6251824809871989,2401.7649395016965,-84.31661080028181,-597.6190131067972,-141.23439848317787,93.09705960186146,-233.6919010694348,598.5283891101542
0.014,-120.44816606951422,12.03322720330542,2066.4076927365327,-8.035591377244078,-454.61571387037884,-120.77647647865928,92.68850870956888,-231.49489562266317,597.5659098090476
0.019,-130.5224980449978,25.257665414338724,1746.102001099643,64.73255843656801,-318.3236770079473,-104.8761757069712,92.2701564724091,-229.4070911337803,596.6085016683072
0.024,-136.56440234053824,38.60992157918665,1443.0551591700482,133.54236879733142,-189.30637513027833,-93.33330869313359,91.84018911599559,-227.44449027097352,595.6641811139832
0.029,-139.28953474406765,51.6818936661799,1159.198534948006,197.9939221912525,-68.03952364113661,-85.90839917226214,91.39750593692138,-225.62162152876485,594.740497155748
0.033,-139.37026766001358,64.10542395115559,896.1552484569519,257.73944963228644,45.093060904800794,-82.32819271832993,90.94179412513283,-223.95129808403752,593.8443993663136
0.038,-137.42101983430274,75.56057374968087,655.218222632789,312.48812354812685,149.80164171121467,-82.29119423868705,90.47356267357901,-222.44440265037014,592.9821195257687
0.043,-133.98686889704416,85.7821062165121,437.3381787547509,362.009181206581,245.89135986782875,-85.47307052026511,89.99413672183601,-221.10970054777968,592.1590704253557
0.047,-129.53580385746648,94.56398986326064,243.12056912944018,406.1337386166599,333.2621225180761,-91.53178571855602,89.50561638880085,-219.95368296895464,591.3797655017164
0.052,-124.45487625126583,101.7617966318302,72.83017945857242,444.7556976618729,411.90784366178457,-100.11240809627799,89.01080550668104,-218.98044314079826,590.6477627323758
0.056,-119.0503156925599,107.2929576777313,-73.59789298117212,477.83206360432575,481.91508050410965,-110.85161799847586,88.51311566095968,-218.19158933204628,589.9656353333561
0.061,-113.55140551631534,111.13495328960593,-196.5420349717318,505.38285312187423,543.4609281878512,-123.3820262900905,88.0164502372183,-217.58619976039574,589.3349702533283
0.066,-108.11761693180073,113.32163389731886,-296.6735794332304,527.4906190460955,596.8099164869539,-137.3364530781389,87.52507261704659,-217.16082481760841,588.7563935033024
0.071,-102.84822831526138,113.93797791283424,-374.9325401346943,544.2994573737014,642.3096012596135,-152.35231081989858,87.04346264195607,-216.90954143300237,588.2296194239871
0.075,-97.79346222442409,113.11366958807977,-432.49999974109755,556.0132203677699,680.3845575556828,-168.07618587760726,86.57616587666116,-216.82406284931344,587.75351954529
0.08,-92.96611536401782,111.01590499210641,-470.76743874396885,562.8925834675834,711.5285616421941,-184.1686189347301,86.12764071930596,-216.89390472301227,587.3262060594776
0.085,-88.35277091566068,107.84179776681988,-491.3033647528346,565.250651669579,736.2949122080553,-200.30896077497056,85.70210864498091,-217.10660558915023,586.9451251656891
0.09,-83.92393112943918,103.81067756203083,-495.8178036780587,563.4469627928671,755.2850806890702,-216.2000720006377,85.30341261785262,-217.4479967572608,586.6071564297508
0.094,-79.64269254294716,99.15648944874971,-486.12544202974084,557.88001107678,769.136126473077,-231.57259711635157,84.9348880784895,-217.90251398747571,586.3087154106203
