time,ax,ay,az,wx,wy,wz
2025-10-16T14:50:15.600Z,3.4232,2.0089,2.0358,0.1179,0.6213,-0.4224
2025-10-16T14:50:15.605Z,3.4232,2.0089,2.0358,0.1179,0.6213,-0.4224
2025-10-16T14:50:15.615Z,3.5852,2.0461,2.2294,0.1988,0.4395,-0.5238
2025-10-16T14:50:15.623Z,3.6147,2.1327,2.4175,0.2514,0.1711,-0.5864
2025-10-16T14:50:15.633Z,3.6218,2.2057,2.6302,0.2901,-0.1323,-0.6505
2025-10-16T14:50:15.643Z,3.5347,2.2440,2.5939,0.3297,-0.4229,-0.7126
2025-10-16T14:50:15.653Z,3.3820,2.3096,2.5503,0.3485,-0.6732,-0.7761
2025-10-16T14:50:15.662Z,3.2624,2.3834,2.3305,0.3489,-0.8413,-0.8390
2025-10-16T14:50:15.672Z,3.2355,2.4421,1.9940,0.3281,-0.9629,-0.8983
2025-10-16T14:50:15.683Z,3.1760,2.4501,1.6812,0.3044,-1.0555,-0.9683
2025-10-16T14:50:15.693Z,3.0703,2.2854,1.6566,0.2818,-1.1042,-1.0356
2025-10-16T14:50:15.703Z,2.8851,1.9889,1.5633,0.2399,-1.0442,-1.0798
2025-10-16T14:50:15.713Z,2.6969,1.8781,1.3184,0.2029,-0.9234,-1.1003
2025-10-16T14:50:15.723Z,2.5486,1.9868,1.1599,0.1758,-0.8091,-1.1192
2025-10-16T14:50:15.732Z,2.4437,1.9853,1.0033,0.1477,-0.7587,-1.1455
2025-10-16T14:50:15.743Z,2.1547,1.8601,0.7453,0.1100,-0.8075,-1.1707
2025-10-16T14:50:15.753Z,1.5990,1.7293,0.5946,0.0938,-0.9640,-1.2019
2025-10-16T14:50:15.762Z,0.8332,1.5401,0.7912,0.0531,-1.0891,-1.2211
2025-10-16T14:50:15.773Z,-0.0087,1.2357,0.7451,0.0205,-1.1867,-1.1912
2025-10-16T14:50:15.783Z,-0.4122,1.0034,0.7334,-0.0106,-1.2445,-1.1640
2025-10-16T14:50:15.793Z,-0.5223,0.8681,0.9297,-0.0426,-1.2063,-1.1523
2025-10-16T14:50:15.803Z,-0.5900,0.7206,0.8091,-0.0587,-1.1030,-1.1233
2025-10-16T14:50:15.812Z,-0.5200,0.5989,0.6231,-0.0714,-0.9670,-1.0804
2025-10-16T14:50:15.823Z,-0.3869,0.5613,0.3815,-0.0819,-0.8139,-1.0295
2025-10-16T14:50:15.833Z,-0.3012,0.6976,0.0878,-0.1053,-0.5969,-0.9873
2025-10-16T14:50:15.843Z,-0.1283,0.9129,-0.0525,-0.1156,-0.3218,-0.9606
2025-10-16T14:50:15.853Z,0.1653,1.1210,-0.1719,-0.1286,-0.0503,-0.9549
2025-10-16T14:50:15.862Z,0.2816,1.2721,-0.3377,-0.1402,0.1649,-0.9624
2025-10-16T14:50:15.872Z,0.1669,1.4127,-0.4994,-0.1456,0.2631,-0.9852
2025-10-16T14:50:15.883Z,-0.0378,1.5795,-0.6934,-0.1663,0.2657,-1.0199
2025-10-16T14:50:15.893Z,-0.2739,1.6860,-0.8836,-0.1909,0.2799,-1.0622
2025-10-16T14:50:15.903Z,-0.4501,1.7905,-0.9541,-0.2161,0.3484,-1.1025
2025-10-16T14:50:15.912Z,-0.5702,1.8653,-1.0594,-0.2332,0.4377,-1.1327
2025-10-16T14:50:15.922Z,-0.7323,1.8122,-0.9822,-0.2370,0.5821,-1.1469
2025-10-16T14:50:15.932Z,-1.1356,1.5508,-0.8397,-0.2418,0.7545,-1.1310
2025-10-16T14:50:15.943Z,-1.4692,1.2137,-0.9248,-0.2061,0.8393,-1.1141
2025-10-16T14:50:15.953Z,-1.6103,0.9467,-0.8260,-0.1829,0.9046,-1.1226
2025-10-16T14:50:15.962Z,-1.8467,0.7342,-0.9177,-0.1667,1.0348,-1.1279
2025-10-16T14:50:15.972Z,-2.0209,0.4802,-1.2219,-0.1492,1.2439,-1.1247
2025-10-16T14:50:15.983Z,-2.0138,0.1702,-1.5677,-0.1457,1.5322,-1.0999
2025-10-16T14:50:15.993Z,-2.1441,-0.1945,-2.2243,-0.1225,1.7323,-1.0359
2025-10-16T14:50:16.003Z,-2.4981,-0.5646,-2.5787,-0.1072,1.8255,-0.9572
2025-10-16T14:50:16.013Z,-3.3076,-0.9540,-2.9500,-0.0993,1.8091,-0.8554
2025-10-16T14:50:16.023Z,-4.3115,-1.2652,-3.3227,-0.1169,1.6080,-0.7551
2025-10-16T14:50:16.032Z,-5.1677,-1.6736,-3.5607,-0.1504,1.3414,-0.6291
