time,ax,ay,az,wx,wy,wz
2025-10-17T15:42:49.463Z,1.4173,0.9256,-1.0537,-0.2612,0.0767,-0.3845
2025-10-17T15:42:49.476Z,1.6923,0.9932,-1.1481,-0.3705,0.3068,-0.5345
2025-10-17T15:42:49.483Z,2.2852,1.1798,-1.3691,-0.4172,0.5487,-0.6308
2025-10-17T15:42:49.494Z,3.5372,1.4304,-1.8356,-0.4722,0.6987,-0.7337
2025-10-17T15:42:49.503Z,3.6194,1.4106,-1.9924,-0.5778,0.8362,-0.7405
2025-10-17T15:42:49.514Z,3.1068,1.0155,-2.1894,-0.6678,0.8386,-0.7642
2025-10-17T15:42:49.524Z,3.4059,0.6866,-2.1196,-0.7025,0.7672,-0.8493
2025-10-17T15:42:49.534Z,3.4382,0.5135,-1.7424,-0.7163,0.6455,-0.9732
2025-10-17T15:42:49.543Z,3.0087,0.2784,-1.4171,-0.7375,0.4945,-1.1089
2025-10-17T15:42:49.554Z,2.736,0.064,-1.2778,-0.7898,0.3516,-1.2168
2025-10-17T15:42:49.564Z,2.5524,0.021,-1.1911,-0.8448,0.2281,-1.3001
2025-10-17T15:42:49.574Z,2.4301,0.2301,-1.0514,-0.8887,0.1917,-1.3608
2025-10-17T15:42:49.584Z,2.4951,0.4869,-0.8687,-0.9539,0.2258,-1.3864
2025-10-17T15:42:49.594Z,2.5441,0.7464,-0.6731,-1.0497,0.2942,-1.3844
2025-10-17T15:42:49.603Z,2.6549,0.9853,-0.5301,-1.1522,0.3875,-1.3868
2025-10-17T15:42:49.613Z,2.8455,1.184,-0.2069,-1.225,0.4222,-1.4146
2025-10-17T15:42:49.625Z,2.9667,1.3592,0.2438,-1.2639,0.3719,-1.4571
2025-10-17T15:42:49.633Z,2.7759,1.317,0.657,-1.2733,0.2583,-1.5215
2025-10-17T15:42:49.644Z,2.3661,1.17,1.0699,-1.2468,0.0465,-1.5806
2025-10-17T15:42:49.654Z,2.055,1.1287,1.6458,-1.2345,-0.1895,-1.6368
2025-10-17T15:42:49.664Z,1.797,0.924,2.0965,-1.2155,-0.3797,-1.7263
2025-10-17T15:42:49.674Z,1.7912,0.6077,2.4176,-1.1727,-0.5285,-1.8201
2025-10-17T15:42:49.684Z,1.7783,0.3247,2.7458,-1.1378,-0.616,-1.8982
2025-10-17T15:42:49.694Z,1.5643,0.0476,2.9618,-1.1251,-0.6398,-1.9743
2025-10-17T15:42:49.704Z,1.5053,-0.0996,3.0761,-1.1475,-0.5714,-2.0504
2025-10-17T15:42:49.714Z,1.5105,-0.1107,3.094,-1.1573,-0.4588,-2.1072
2025-10-17T15:42:49.724Z,1.3075,-0.143,3.1859,-1.1346,-0.3649,-2.1399
2025-10-17T15:42:49.734Z,1.1273,-0.5277,3.2898,-1.0869,-0.3001,-2.1424
2025-10-17T15:42:49.744Z,0.94,-1.2729,3.3624,-1.0147,-0.3079,-2.1139
2025-10-17T15:42:49.757Z,0.5936,-2.0101,3.5691,-0.9416,-0.3484,-2.0944
2025-10-17T15:42:49.763Z,0.2341,-2.5715,3.7954,-0.8791,-0.4068,-2.0995
2025-10-17T15:42:49.773Z,-0.0033,-2.9738,3.8453,-0.8151,-0.4677,-2.1389
2025-10-17T15:42:49.784Z,-0.2128,-3.2848,3.8255,-0.7271,-0.516,-2.1724
2025-10-17T15:42:49.793Z,-0.3706,-3.5045,3.8412,-0.6191,-0.5417,-2.165
2025-10-17T15:42:49.807Z,-0.3891,-3.5727,3.8546,-0.4944,-0.507,-2.1099
2025-10-17T15:42:49.813Z,-0.303,-3.4643,3.7714,-0.3562,-0.3459,-2.0385
