time,ax,ay,az,wx,wy,wz
2025-10-16T14:51:40.022Z,5.8407,0.4728,3.3706,-0.0604,0.8216,-0.1633
2025-10-16T14:51:40.028Z,6.8569,0.6190,4.0017,0.1129,1.2369,-0.4585
2025-10-16T14:51:40.034Z,6.8709,0.5423,5.0345,0.1129,1.2369,-0.4585
2025-10-16T14:51:40.044Z,6.9711,0.3304,6.0394,0.2453,1.1659,-0.5718
2025-10-16T14:51:40.055Z,7.1676,0.3556,6.8130,0.3985,0.9798,-0.6675
2025-10-16T14:51:40.064Z,7.2964,0.7047,7.5666,0.5489,0.6980,-0.7653
2025-10-16T14:51:40.074Z,7.3181,1.0626,8.0116,0.6825,0.3890,-0.8775
2025-10-16T14:51:40.085Z,7.2202,1.3884,8.5355,0.8307,0.0082,-0.9678
2025-10-16T14:51:40.094Z,6.9508,1.6781,8.8145,0.9491,-0.3787,-1.0328
2025-10-16T14:51:40.104Z,6.5830,1.9906,8.6889,1.0490,-0.7606,-1.0771
2025-10-16T14:51:40.114Z,6.3090,2.2054,8.6700,1.1172,-1.1247,-1.1289
2025-10-16T14:51:40.124Z,6.2063,2.3432,8.8866,1.1981,-1.4106,-1.2222
2025-10-16T14:51:40.135Z,6.1937,2.4792,9.0480,1.2771,-1.5290,-1.3490
2025-10-16T14:51:40.144Z,6.0229,2.5234,8.9043,1.3422,-1.4069,-1.4577
2025-10-16T14:51:40.154Z,5.7749,2.4762,8.8183,1.4294,-1.1392,-1.5424
2025-10-16T14:51:40.164Z,5.4457,2.4178,8.6388,1.5273,-0.8222,-1.6479
2025-10-16T14:51:40.174Z,4.9876,2.2504,8.1746,1.6316,-0.5117,-1.7742
2025-10-16T14:51:40.185Z,4.2636,2.0369,7.5843,1.7231,-0.2328,-1.8965
2025-10-16T14:51:40.194Z,3.0561,1.7555,6.6849,1.7891,0.0740,-2.0031
2025-10-16T14:51:40.204Z,1.4889,1.4668,5.2142,1.7881,0.5113,-2.0513
2025-10-16T14:51:40.214Z,0.2264,1.3211,3.5759,1.7740,0.9641,-1.9986
2025-10-16T14:51:40.224Z,-0.8494,1.2965,1.9581,1.7141,1.2409,-1.9057
2025-10-16T14:51:40.235Z,-2.0561,1.1955,-0.0503,1.5690,1.4880,-1.8231
2025-10-16T14:51:40.244Z,-2.8545,0.9633,-1.6344,1.3964,1.6087,-1.7703
2025-10-16T14:51:40.254Z,-3.3294,0.5461,-3.6042,1.1932,1.5769,-1.7748
2025-10-16T14:51:40.264Z,-3.8651,-0.0803,-5.7171,1.0271,1.2947,-1.8279
2025-10-16T14:51:40.274Z,-4.8347,-0.8246,-7.8538,0.7760,0.8676,-1.9188
